/* F3 - Waermeleitung in Kristallen - HZB - Hanjo Ryll, Bastian Klemke
/* Spannung am Agilent 6.667000E+0 V
/* Pulszeit am Agilent 3.500000E-1 s
/* t [s]   R1 [Ohm]  R2 [Ohm] 
-1.000000E+1     6.881675E+1     6.597066E+1
-9.979048E+0     6.881911E+1     6.596677E+1
-9.944035E+0     6.881630E+1     6.596554E+1
-9.919077E+0     6.881505E+1     6.596554E+1
-9.896096E+0     6.881793E+1     6.596877E+1
-9.871465E+0     6.882012E+1     6.596900E+1
-9.840319E+0     6.881406E+1     6.596380E+1
-9.805536E+0     6.881869E+1     6.596380E+1
-9.779178E+0     6.881869E+1     6.596591E+1
-9.754670E+0     6.881612E+1     6.596591E+1
-9.724566E+0     6.881895E+1     6.596793E+1
-9.701375E+0     6.881813E+1     6.597022E+1
-9.676168E+0     6.882165E+1     6.597122E+1
-9.654325E+0     6.882431E+1     6.596972E+1
-9.629478E+0     6.881679E+1     6.596964E+1
-9.606117E+0     6.882211E+1     6.596964E+1
-9.582238E+0     6.882178E+1     6.597293E+1
-9.558477E+0     6.882178E+1     6.596524E+1
-9.528121E+0     6.881318E+1     6.596524E+1
-9.501770E+0     6.881444E+1     6.596557E+1
-9.469072E+0     6.881803E+1     6.596641E+1
-9.439656E+0     6.882467E+1     6.597303E+1
-9.413694E+0     6.882019E+1     6.597303E+1
-9.384802E+0     6.881866E+1     6.597273E+1
-9.356161E+0     6.882115E+1     6.596499E+1
-9.324153E+0     6.882115E+1     6.597305E+1
-9.293908E+0     6.881652E+1     6.597133E+1
-9.267459E+0     6.882128E+1     6.597133E+1
-9.239069E+0     6.881985E+1     6.597008E+1
-9.206419E+0     6.882153E+1     6.596580E+1
-9.176818E+0     6.881727E+1     6.596647E+1
-9.148114E+0     6.882043E+1     6.596793E+1
-9.118119E+0     6.881791E+1     6.596793E+1
-9.093938E+0     6.881791E+1     6.596793E+1
-9.067170E+0     6.882611E+1     6.597612E+1
-9.039796E+0     6.881684E+1     6.597173E+1
-9.006843E+0     6.882147E+1     6.597044E+1
-8.976521E+0     6.881846E+1     6.596854E+1
-8.944938E+0     6.881883E+1     6.596854E+1
-8.921512E+0     6.881978E+1     6.596892E+1
-8.890999E+0     6.881896E+1     6.596808E+1
-8.866842E+0     6.881896E+1     6.597235E+1
-8.843337E+0     6.881737E+1     6.597150E+1
-8.817111E+0     6.882244E+1     6.597162E+1
-8.783781E+0     6.881826E+1     6.597162E+1
-8.756436E+0     6.881912E+1     6.596977E+1
-8.726107E+0     6.881748E+1     6.596793E+1
-8.699289E+0     6.881455E+1     6.596584E+1
