/* F3 - Waermeleitung in Kristallen - HZB - Hanjo Ryll, Bastian Klemke
/* Spannung am Agilent 6.667000E+0 V
/* Pulszeit am Agilent 3.500000E-1 s
/* t [s]   R1 [Ohm]  R2 [Ohm] 
-1.000000E+1     6.881911E+1     6.596774E+1
-9.965876E+0     6.881779E+1     6.596790E+1
-9.935631E+0     6.882299E+1     6.597153E+1
-9.909527E+0     6.881815E+1     6.596525E+1
-9.879383E+0     6.881452E+1     6.596741E+1
-9.847394E+0     6.881990E+1     6.596741E+1
-9.819654E+0     6.881271E+1     6.596500E+1
-9.792578E+0     6.881873E+1     6.596944E+1
-9.763546E+0     6.881870E+1     6.596756E+1
-9.726469E+0     6.881782E+1     6.596756E+1
-9.696442E+0     6.882026E+1     6.596898E+1
-9.672661E+0     6.882231E+1     6.596898E+1
-9.644905E+0     6.882048E+1     6.596432E+1
-9.612569E+0     6.881650E+1     6.596543E+1
-9.582566E+0     6.881650E+1     6.596339E+1
-9.551055E+0     6.881650E+1     6.596873E+1
-9.524972E+0     6.881963E+1     6.596873E+1
-9.501644E+0     6.881726E+1     6.596565E+1
-9.477973E+0     6.882021E+1     6.596747E+1
-9.449616E+0     6.881623E+1     6.596588E+1
-9.427565E+0     6.881235E+1     6.596896E+1
-9.401913E+0     6.882421E+1     6.596896E+1
-9.376429E+0     6.881772E+1     6.596914E+1
-9.352641E+0     6.881968E+1     6.596914E+1
-9.330428E+0     6.881968E+1     6.596958E+1
-9.306106E+0     6.881938E+1     6.597045E+1
-9.277438E+0     6.881876E+1     6.596768E+1
-9.242570E+0     6.881824E+1     6.596689E+1
-9.209087E+0     6.881782E+1     6.596689E+1
-9.180338E+0     6.881831E+1     6.596689E+1
-9.154705E+0     6.882179E+1     6.596680E+1
-9.131660E+0     6.882112E+1     6.597026E+1
-9.100384E+0     6.882112E+1     6.596721E+1
-9.067832E+0     6.882139E+1     6.597005E+1
-9.037695E+0     6.882186E+1     6.597005E+1
-9.011568E+0     6.881541E+1     6.597005E+1
-8.973945E+0     6.882136E+1     6.596636E+1
-8.944909E+0     6.881602E+1     6.596676E+1
-8.914910E+0     6.881252E+1     6.596560E+1
-8.882565E+0     6.881252E+1     6.597076E+1
-8.858080E+0     6.882162E+1     6.597076E+1
-8.833511E+0     6.881642E+1     6.596601E+1
-8.810898E+0     6.881630E+1     6.597141E+1
-8.785688E+0     6.882023E+1     6.596806E+1
-8.758076E+0     6.881941E+1     6.596892E+1
-8.732552E+0     6.881963E+1     6.596892E+1
-8.707097E+0     6.881996E+1     6.596969E+1
-8.683702E+0     6.882069E+1     6.596969E+1
-8.651308E+0     6.881973E+1     6.596916E+1
-8.614944E+0     6.881905E+1     6.597093E+1
-8.589613E+0     6.881737E+1     6.596805E+1
-8.562562E+0     6.882237E+1     6.597082E+1
-8.531894E+0     6.882626E+1     6.597247E+1
-8.503693E+0     6.881590E+1     6.596764E+1
-8.471612E+0     6.881917E+1     6.596636E+1
