/* F3 - Waermeleitung in Kristallen - HZB - Hanjo Ryll, Bastian Klemke
/* Spannung am Agilent 6.667000E+0 V
/* Pulszeit am Agilent 1.200000E-2 s
/* t [s]   R1 [Ohm]  R2 [Ohm] 
-1.000000E+0     1.758731E+2     1.511838E+2
-9.769144E-1     1.758909E+2     1.511933E+2
-9.439487E-1     1.758705E+2     1.511706E+2
-9.179978E-1     1.758705E+2     1.511659E+2
-8.879719E-1     1.758650E+2     1.511829E+2
-8.602719E-1     1.758763E+2     1.511889E+2
-8.283939E-1     1.758736E+2     1.511889E+2
-7.991915E-1     1.758782E+2     1.511916E+2
-7.698765E-1     1.758773E+2     1.511942E+2
-7.428899E-1     1.758658E+2     1.511798E+2
-7.135592E-1     1.758767E+2     1.511852E+2
-6.887846E-1     1.758767E+2     1.511877E+2
-6.657805E-1     1.758888E+2     1.511877E+2
-6.400561E-1     1.758783E+2     1.511849E+2
-6.162047E-1     1.758871E+2     1.511926E+2
-5.857863E-1     1.758784E+2     1.511844E+2
-5.602331E-1     1.758697E+2     1.511856E+2
-5.280986E-1     1.758795E+2     1.511856E+2
-5.015635E-1     1.758727E+2     1.511886E+2
-4.730892E-1     1.758727E+2     1.511930E+2
-4.477882E-1     1.758931E+2     1.511859E+2
-4.175758E-1     1.758792E+2     1.512012E+2
-3.947320E-1     1.759028E+2     1.512085E+2
-3.656802E-1     1.758926E+2     1.512085E+2
-3.392310E-1     1.758471E+2     1.511624E+2
-3.080282E-1     1.758655E+2     1.511700E+2
-2.730064E-1     1.758682E+2     1.511800E+2
-2.460594E-1     1.758682E+2     1.511795E+2
-2.224932E-1     1.758689E+2     1.511732E+2
-1.946869E-1     1.758767E+2     1.511732E+2
-1.712966E-1     1.758745E+2     1.511819E+2
-1.481910E-1     1.758705E+2     1.511848E+2
-1.190958E-1     1.758879E+2     1.511914E+2
-9.325266E-2     1.758906E+2     1.511944E+2
-7.066679E-2     1.758718E+2     1.511651E+2
-3.802443E-2     1.758561E+2     1.511651E+2
-8.885384E-3     1.758561E+2     1.511841E+2
2.300453E-2     1.758458E+2     1.511586E+2
0.000000E+0     1.758578E+2     1.511729E+2
2.814674E-2     1.758091E+2     1.510877E+2
5.575705E-2     1.756148E+2     1.509260E+2
