/* F3 - Waermeleitung in Kristallen - HZB - Hanjo Ryll, Bastian Klemke
/* Spannung am Agilent 6.667000E+0 V
/* Pulszeit am Agilent 1.200000E-2 s
/* t [s]   R1 [Ohm]  R2 [Ohm] 
-1.000000E+0     1.758589E+2     1.512067E+2
-9.765201E-1     1.758980E+2     1.512067E+2
-9.463935E-1     1.759001E+2     1.512093E+2
-9.190917E-1     1.759108E+2     1.512142E+2
-8.940377E-1     1.759036E+2     1.512093E+2
-8.650393E-1     1.759062E+2     1.512066E+2
-8.330297E-1     1.759084E+2     1.511893E+2
-8.059378E-1     1.758792E+2     1.511893E+2
-7.793670E-1     1.758984E+2     1.512027E+2
-7.494593E-1     1.758850E+2     1.511860E+2
-7.156892E-1     1.758731E+2     1.511758E+2
-6.893301E-1     1.758616E+2     1.511809E+2
-6.588535E-1     1.758652E+2     1.511809E+2
-6.310000E-1     1.758861E+2     1.511809E+2
-6.000209E-1     1.758796E+2     1.512070E+2
-5.696692E-1     1.758947E+2     1.512070E+2
-5.442176E-1     1.758947E+2     1.512002E+2
-5.168366E-1     1.758919E+2     1.511959E+2
-4.864283E-1     1.758857E+2     1.512013E+2
-4.518862E-1     1.759077E+2     1.512013E+2
-4.206724E-1     1.758916E+2     1.511921E+2
-3.890233E-1     1.758833E+2     1.511921E+2
-3.640141E-1     1.758813E+2     1.511933E+2
-3.358412E-1     1.758926E+2     1.511894E+2
-3.030190E-1     1.758802E+2     1.511894E+2
-2.693338E-1     1.758919E+2     1.511848E+2
-2.461195E-1     1.758703E+2     1.511829E+2
-2.217498E-1     1.758679E+2     1.511753E+2
-1.950035E-1     1.758577E+2     1.511795E+2
-1.648984E-1     1.758688E+2     1.511826E+2
-1.416464E-1     1.758704E+2     1.511826E+2
-1.106529E-1     1.758653E+2     1.511806E+2
-7.902002E-2     1.758653E+2     1.511915E+2
-4.664803E-2     1.758875E+2     1.511875E+2
-1.845169E-2     1.758693E+2     1.511745E+2
1.260662E-2     1.758518E+2     1.511745E+2
0.000000E+0     1.758601E+2     1.511803E+2
3.225183E-2     1.758467E+2     1.509656E+2
5.938435E-2     1.756250E+2     1.508834E+2
8.671427E-2     1.755110E+2     1.508494E+2
1.162910E-1     1.754693E+2     1.508505E+2
1.506591E-1     1.754943E+2     1.508659E+2
1.752386E-1     1.755236E+2     1.509090E+2
2.010050E-1     1.755374E+2     1.509227E+2
2.268796E-1     1.755562E+2     1.509621E+2
2.569532E-1     1.756082E+2     1.509723E+2
2.801065E-1     1.756108E+2     1.509723E+2
3.045959E-1     1.755983E+2     1.509627E+2
3.410344E-1     1.756245E+2     1.510053E+2
3.747253E-1     1.756652E+2     1.510129E+2
3.986373E-1     1.756579E+2     1.510242E+2
4.229722E-1     1.756776E+2     1.510245E+2
4.457288E-1     1.756931E+2     1.510245E+2
4.699254E-1     1.756827E+2     1.510418E+2
4.977188E-1     1.757069E+2     1.510615E+2
5.269742E-1     1.757072E+2     1.510521E+2
5.500188E-1     1.757072E+2     1.510805E+2
5.745912E-1     1.757280E+2     1.510597E+2
6.040778E-1     1.757185E+2     1.510597E+2
6.340337E-1     1.757500E+2     1.510830E+2
6.662745E-1     1.757678E+2     1.511082E+2
6.973658E-1     1.757927E+2     1.511300E+2
7.209730E-1     1.757746E+2     1.511073E+2
7.473001E-1     1.757599E+2     1.511068E+2
7.793508E-1     1.757823E+2     1.511224E+2
8.170156E-1     1.757981E+2     1.511263E+2
8.488193E-1     1.757882E+2     1.511432E+2
8.722944E-1     1.758168E+2     1.511606E+2
8.947535E-1     1.758334E+2     1.511501E+2
9.222627E-1     1.758224E+2     1.511501E+2
9.471178E-1     1.758107E+2     1.511396E+2
9.800057E-1     1.758304E+2     1.511576E+2
1.010032E+0     1.758282E+2     1.511429E+2
1.040625E+0     1.758095E+2     1.511433E+2
1.064244E+0     1.758137E+2     1.511511E+2
1.089968E+0     1.758198E+2     1.511511E+2
1.112337E+0     1.758130E+2     1.511486E+2
1.136383E+0     1.758175E+2     1.511499E+2
1.159669E+0     1.758156E+2     1.511497E+2
1.185718E+0     1.758242E+2     1.511521E+2
1.208146E+0     1.758242E+2     1.511441E+2
1.232063E+0     1.758145E+2     1.511441E+2
1.255789E+0     1.758301E+2     1.511526E+2
1.277721E+0     1.758402E+2     1.511644E+2
1.304383E+0     1.758254E+2     1.511519E+2
1.329947E+0     1.758316E+2     1.511519E+2
1.354980E+0     1.758523E+2     1.511696E+2
1.387728E+0     1.758430E+2     1.511659E+2
1.418118E+0     1.758458E+2     1.511659E+2
1.455138E+0     1.758407E+2     1.511573E+2
1.493287E+0     1.758389E+2     1.511682E+2
1.532321E+0     1.758624E+2     1.511670E+2
1.567143E+0     1.758420E+2     1.511670E+2
1.592317E+0     1.758512E+2     1.511670E+2
1.614788E+0     1.758554E+2     1.511800E+2
1.638698E+0     1.758554E+2     1.511758E+2
1.667991E+0     1.758486E+2     1.511928E+2
1.694697E+0     1.758756E+2     1.511913E+2
1.717793E+0     1.758459E+2     1.511742E+2
1.744048E+0     1.758590E+2     1.511742E+2
1.767348E+0     1.758477E+2     1.511858E+2
1.799900E+0     1.758432E+2     1.511706E+2
1.829270E+0     1.758404E+2     1.511751E+2
1.857861E+0     1.758778E+2     1.512070E+2
1.882764E+0     1.758909E+2     1.511759E+2
1.915397E+0     1.758562E+2     1.511759E+2
1.937867E+0     1.758537E+2     1.511757E+2
1.960881E+0     1.758653E+2     1.511812E+2
1.993044E+0     1.758481E+2     1.511624E+2
2.025706E+0     1.758369E+2     1.511683E+2
