Current	Voltage	PhotoCurrent	EmissionPower	Wavelength	EQE	WPE	Temperature	Time	SecondVoltage
A	V	A	mW	nm	%	%	°C	s	V
3.200000E-4	5.920000E-3	-2.280684E-7	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
4.800000E-4	4.416000E-2	-2.115208E-7	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
0.000000E+0	9.344000E-2	-2.317545E-7	0.000000E+0	0.000000	NaN	NaN	0.000000	0.000000	0.000000E+0
0.000000E+0	1.497600E-1	-2.169207E-7	0.000000E+0	0.000000	NaN	NaN	0.000000	0.000000	0.000000E+0
4.000000E-4	1.971200E-1	-2.412399E-7	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
8.000000E-5	2.508800E-1	-2.315602E-7	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
2.400000E-4	3.046400E-1	-2.360934E-7	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
4.000000E-4	3.481600E-1	-2.398589E-7	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
8.000000E-5	4.044800E-1	-2.378451E-7	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
2.400000E-4	4.403200E-1	-2.416496E-7	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
3.200000E-4	4.915200E-1	-2.447803E-7	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
2.400000E-4	5.324800E-1	-2.438633E-7	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
5.600000E-4	5.785600E-1	-2.452048E-7	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
0.000000E+0	6.297600E-1	-2.445640E-7	0.000000E+0	0.000000	NaN	NaN	0.000000	0.000000	0.000000E+0
