Current	Voltage	PhotoCurrent	EmissionPower	Wavelength	EQE	WPE	Temperature	Time	SecondVoltage
A	V	A	mW	nm	%	%	°C	s	V
6.400000E-4	4.320000E-3	-3.443900E-9	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
1.600000E-4	4.928000E-2	-1.307980E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
3.200000E-4	9.216000E-2	1.245240E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
2.400000E-4	1.446400E-1	-3.254500E-9	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
3.200000E-4	1.945600E-1	-8.225200E-9	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
2.400000E-4	2.508800E-1	-1.502280E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
8.000000E-5	3.046400E-1	-1.574820E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
4.000000E-4	3.456000E-1	-1.673850E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
2.400000E-4	3.993600E-1	-1.758280E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
3.200000E-4	4.352000E-1	-1.653130E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
4.000000E-4	4.864000E-1	-1.622760E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
4.800000E-4	5.273600E-1	-1.379070E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
3.200000E-4	5.990400E-1	-5.707600E-9	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
8.000000E-5	6.451200E-1	-1.058730E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
4.800000E-4	6.860800E-1	-1.212550E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
0.000000E+0	7.424000E-1	-6.357500E-9	0.000000E+0	0.000000	NaN	NaN	0.000000	0.000000	0.000000E+0
0.000000E+0	8.499200E-1	-6.503100E-9	0.000000E+0	0.000000	NaN	NaN	0.000000	0.000000	0.000000E+0
2.400000E-4	8.704000E-1	-7.880700E-9	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
3.200000E-4	9.113600E-1	-7.785700E-9	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
3.200000E-4	9.523200E-1	-1.122020E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
2.400000E-4	9.728000E-1	-9.230500E-9	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
8.000000E-5	1.054720E+0	7.847600E-9	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
2.400000E-4	1.095680E+0	1.035760E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
1.600000E-4	1.157120E+0	-1.096200E-8	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
3.200000E-4	1.218560E+0	3.067100E-9	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
8.000000E-5	1.239040E+0	-3.953800E-9	0.000000E+0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000E+0
