0.085205	40.513754	10.045532
0.085522	40.433188	10.040039
0.085644	40.457602	10.044678
0.085668	40.433188	10.044067
0.084875	40.372152	10.041382
0.085302	40.316000	10.040283
0.085986	40.291586	10.038208
0.085925	40.250082	10.041016
0.085876	40.364828	10.048340
0.086206	40.291586	10.046509
0.086523	40.062094	10.042725
0.086608	40.096273	10.042847
0.087341	40.149984	10.039429
0.086596	40.086508	10.044434
0.087438	39.935141	10.039673
0.086987	39.817953	10.048950
0.087609	39.734945	10.038208
0.087438	39.649496	10.042725
0.088195	39.429770	10.037842
0.088659	39.275961	10.042603
0.088305	39.117270	10.038330
0.089099	38.912191	10.045776
0.089807	38.763266	10.045044
0.089062	38.484945	10.043579
0.090234	38.587484	10.037109
0.090051	38.353109	10.041138
0.090917	38.450766	10.041016
0.092004	38.365316	10.047729
0.092333	38.226156	10.046265
0.092456	38.274984	10.040649
0.093481	38.448324	10.039917
0.094665	38.240805	10.040405
0.095385	38.179770	10.043091
0.096325	38.165121	10.035645
0.097875	38.370199	10.037476
0.099047	38.309164	10.043457
0.100134	38.199301	10.038086
0.101977	38.150473	10.039429
0.102734	38.084555	10.036743
0.104138	37.930746	10.043335
0.105200	38.145590	10.039673
0.105920	38.025961	10.040283
0.107104	37.906332	10.044922
0.109082	37.877035	10.039795
0.110278	37.784262	10.039551
0.113073	37.720785	10.038208
0.115515	37.554770	10.042969
0.120495	37.376547	10.047852
0.126098	37.400961	10.034912
0.132995	37.305746	10.041016
0.139270	37.066488	10.043091
0.145300	37.054281	10.042847
0.151074	37.046957	10.046021
0.157617	36.751547	10.041870
0.164282	36.644125	10.047729
0.172302	36.805258	10.039307
0.182763	36.541586	10.040283
0.195288	36.732016	10.037842
0.212915	36.649008	10.044800
0.232421	36.587973	10.041016
0.250207	36.609945	10.036499
0.263720	36.688070	10.046387
0.274646	36.714926	10.039551
0.281323	36.561117	10.038818
0.284423	36.675863	10.041016
0.283471	36.590414	10.042847
0.281030	36.639242	10.044800
0.275561	36.268148	10.043457
0.268896	36.436605	10.037964
0.259436	36.353598	10.044678
0.249292	35.984945	10.034546
0.237976	36.192465	10.042603
0.227771	35.943441	10.043091
0.215844	35.916586	10.045898
0.204064	35.689535	10.042358
0.192028	35.604086	10.041382
0.178601	35.408773	10.038574
0.166455	35.237875	10.043823
0.155419	35.123129	10.043091
0.145996	35.093832	10.047363
0.138842	34.976645	10.040527
0.133117	34.769125	10.045654
0.127783	34.810629	10.042847
0.124255	34.615316	10.040405
0.120922	34.578695	10.038696
0.118176	34.441977	10.039185
0.114782	34.503012	10.040283
0.112402	34.310141	10.041870
0.109399	34.271078	10.047729
0.106835	34.422445	10.045288
0.104455	34.166098	10.037720
0.103088	34.188070	10.045532
0.101562	34.068441	10.044434
0.099768	33.970785	10.043945
0.098950	33.890219	10.043579
0.097814	33.853598	10.041870
0.097399	33.633871	10.042236
0.096167	33.445883	10.042358
0.095043	33.382406	10.040649
0.094372	33.165121	10.041626
0.093835	33.082113	10.050049
0.093725	33.091879	10.046143
0.093005	32.779379	10.045288
0.092663	32.620688	10.045288
0.092028	32.659750	10.041138
0.091528	32.461996	10.043701
0.090319	32.208090	10.043213
0.090246	32.464438	10.043945
0.089440	32.127523	10.039429
0.089404	32.100668	10.046265
0.089514	32.098227	10.035522
0.088745	31.861410	10.037598
0.088269	31.966391	10.038208
0.088317	31.866293	10.039551
0.088293	31.802816	10.047485
0.087463	31.883383	10.041016
0.087231	31.714926	10.050781
0.087829	31.944418	10.038818
0.087927	31.800375	10.036133
0.087231	31.858969	10.036499
0.087207	31.727133	10.041626
0.086230	31.785727	10.045532
0.086181	31.526937	10.046021
0.086523	31.509848	10.045654
0.086682	31.378012	10.046509
0.085961	31.492758	10.036377
0.086621	31.197348	10.040283
0.085839	31.287680	10.041382
0.086010	31.014242	10.041260
0.085766	30.872641	10.031738
0.085485	30.735922	10.039917
0.084899	30.684652	10.047119
0.084899	30.611410	10.036133
0.085925	30.367270	10.039062
0.085131	30.491781	10.038452
0.084985	30.511312	10.041870
0.084594	30.569906	10.035645
0.084667	30.501547	10.037476
0.084875	30.369711	10.046265
0.084252	30.423422	10.038330
0.084130	30.506430	10.042480
0.084643	30.450277	10.045654
0.084606	30.377035	10.047485
0.084350	30.616293	10.038696
0.084631	30.565023	10.037354
0.084045	30.560141	10.043945
0.084130	30.450277	10.037109
