0.099500	2.500000
0.093250	2.437500
0.099500	2.500000
0.099500	2.500000
0.105750	2.500000
0.099500	2.500000
0.105750	2.500000
0.099500	2.500000
0.105750	2.500000
0.099500	2.500000
0.099500	2.437500
0.105750	2.500000
0.099500	2.437500
0.099500	2.437500
0.105750	2.500000
0.105750	2.437500
0.099500	2.500000
0.099500	2.437500
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.437500
0.099500	2.437500
0.105750	2.437500
0.093250	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.437500
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.375000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.105750	2.437500
0.105750	2.437500
0.099500	2.437500
0.105750	2.500000
0.099500	2.500000
0.105750	2.500000
0.105750	2.437500
0.099500	2.437500
0.099500	2.437500
0.099500	2.500000
0.099500	2.437500
0.105750	2.500000
0.093250	2.500000
0.105750	2.500000
0.099500	2.437500
0.099500	2.437500
0.099500	2.500000
0.099500	2.437500
0.099500	2.437500
0.099500	2.500000
0.105750	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.437500
0.099500	2.437500
0.099500	2.500000
0.105750	2.437500
0.099500	2.437500
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.105750	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.562500
0.099500	2.500000
0.105750	2.500000
0.099500	2.437500
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.500000
0.105750	2.500000
0.099500	2.500000
0.099500	2.500000
0.099500	2.437500
0.099500	2.500000
0.099500	2.500000
0.099500	2.437500
0.105750	2.562500
0.099500	2.437500
