0.105750	2.437500
0.099500	2.312500
0.105750	2.375000
0.105750	2.437500
0.099500	2.375000
0.099500	2.375000
0.099500	2.375000
0.099500	2.375000
0.093250	2.375000
0.099500	2.375000
0.099500	2.437500
0.093250	2.437500
0.093250	2.375000
0.087000	2.375000
0.093250	2.437500
0.093250	2.437500
0.099500	2.437500
0.099500	2.437500
0.099500	2.375000
0.099500	2.437500
0.099500	2.437500
0.099500	2.500000
0.105750	2.500000
0.105750	2.437500
0.099500	2.500000
0.099500	2.500000
0.099500	2.437500
0.099500	2.437500
0.099500	2.500000
0.099500	2.437500
0.099500	2.500000
0.099500	2.500000
0.099500	2.375000
0.099500	2.437500
0.099500	2.437500
0.099500	2.437500
0.099500	2.500000
0.099500	2.437500
0.093250	2.437500
0.093250	2.437500
0.093250	2.437500
0.099500	2.437500
0.099500	2.437500
0.099500	2.437500
0.099500	2.437500
0.093250	2.375000
0.099500	2.437500
0.099500	2.437500
0.099500	2.375000
0.099500	2.375000
0.105750	2.437500
0.099500	2.437500
0.099500	2.437500
0.099500	2.437500
0.105750	2.437500
0.099500	2.437500
0.105750	2.375000
0.099500	2.437500
0.105750	2.375000
0.105750	2.437500
0.105750	2.437500
0.105750	2.375000
0.105750	2.437500
0.112000	2.375000
0.105750	2.437500
0.112000	0.000000
0.112000	-2.375000
0.112000	-2.437500
0.112000	-2.437500
0.112000	-2.375000
0.112000	-2.375000
0.118250	-2.375000
0.118250	-2.437500
0.124500	-2.437500
0.124500	-2.375000
0.130750	-2.375000
0.137000	-2.375000
0.143250	-2.437500
0.149500	-2.375000
0.162000	-2.375000
0.174500	-2.437500
0.193250	-2.375000
0.224500	-2.437500
0.255750	-2.375000
0.305750	-2.437500
0.380750	-2.375000
0.505750	-2.375000
0.674500	-2.437500
0.849500	-2.375000
0.968250	-2.437500
0.974500	-2.375000
0.862000	-2.375000
0.699500	-2.437500
0.530750	-2.437500
0.405750	-2.437500
0.318250	-2.375000
0.262000	-2.375000
0.218250	-2.375000
0.193250	-2.375000
0.174500	-2.437500
0.155750	-2.375000
0.149500	-2.375000
0.143250	-2.375000
0.124500	-2.375000
0.130750	-2.375000
0.124500	-2.375000
0.118250	-2.375000
0.112000	-2.437500
0.112000	-2.437500
0.105750	-2.437500
0.105750	-2.375000
0.105750	-2.437500
0.099500	-2.437500
0.099500	-2.375000
0.099500	-2.437500
0.099500	-2.375000
0.099500	-2.375000
0.099500	-2.437500
0.105750	-2.437500
