0.101928	1.047638	9.999609
0.102685	1.048261	10.061865
0.106103	1.048993	10.078955
0.106811	1.050141	10.076514
0.109008	1.050910	10.052100
0.112328	1.052509	10.061865
0.113598	1.053424	10.081396
0.116674	1.053986	10.056982
0.118212	1.055475	10.092383
0.120604	1.057001	10.058203
0.121850	1.058234	10.074072
0.123461	1.058502	10.050879
0.124975	1.059760	10.069189
0.127050	1.060968	10.086279
0.129638	1.062018	10.060645
0.129882	1.063007	10.098486
0.132396	1.063996	10.102148
0.134936	1.065412	10.064307
0.136303	1.065705	10.093604
0.138646	1.066254	10.080176
0.140673	1.067389	10.098486
0.145702	1.068244	10.054541
0.145287	1.068744	10.075293
0.146435	1.070392	10.070410
0.150194	1.070502	10.083838
0.152123	1.071442	10.037451
0.158251	1.072101	10.049658
0.163866	1.073187	10.078955
0.170165	1.074225	10.061865
0.176269	1.075238	10.026465
0.182567	1.075507	10.081396
0.186840	1.076020	10.061865
0.194921	1.076398	10.077734
0.199511	1.077533	10.094824
0.204882	1.078119	10.056982
0.209154	1.078656	10.091162
0.212816	1.079059	10.075293
0.218676	1.079474	10.058203
0.227196	1.080414	10.074072
0.233251	1.081378	10.087500
0.243383	1.081793	10.067969
0.248729	1.082123	10.048438
0.252880	1.082904	10.059424
0.263598	1.083563	10.024023
0.272436	1.083124	10.066748
0.277611	1.083332	10.045996
0.282396	1.084259	10.083838
0.286498	1.085272	10.089941
0.297484	1.084394	10.093604
0.303661	1.085224	10.061865
0.310692	1.085016	10.082617
0.320800	1.085919	10.035010
0.328393	1.085382	10.052100
0.335106	1.085749	10.077734
0.341283	1.084479	10.086279
0.346581	1.085102	10.086279
0.351464	1.085395	10.089941
0.359789	1.085688	10.055762
0.362768	1.086444	10.067969
0.369970	1.086054	10.077734
0.381713	1.085810	10.041113
0.389867	1.086298	10.093604
0.398510	1.086554	10.087500
0.406127	1.086176	10.064307
0.414452	1.085810	10.035010
0.419604	1.085517	10.096045
0.422802	1.086078	10.088721
0.432494	1.085712	10.076514
0.439110	1.086151	10.109473
0.441088	1.085358	10.083838
0.447484	1.085663	10.082617
0.459789	1.086359	10.075293
0.468676	1.086371	10.078955
0.474560	1.085944	10.071631
0.477318	1.086127	10.080176
0.485399	1.085724	10.077734
0.494188	1.085382	10.102148
0.496776	1.085163	10.060645
0.496825	1.085016	10.053320
0.504516	1.085260	10.077734
0.511669	1.084418	10.049658
0.517357	1.085028	10.054541
0.522118	1.085126	10.050879
0.527318	1.084345	10.096045
0.538500	1.084333	10.070410
0.544481	1.084259	10.069189
0.547533	1.083832	10.028906
0.547704	1.084027	10.033789
0.554101	1.083808	10.075293
0.558349	1.083441	10.039893
