/* F3 - Waermeleitung in Kristallen - HZB - Hanjo Ryll, Bastian Klemke
/* Spannung am Agilent 6.667000E+0 V
/* Pulszeit am Agilent 5.000000E-2 s
/* t [s]   R1 [Ohm]  R2 [Ohm] 
-2.500000E+0     1.296932E+2     1.157375E+2
-2.476325E+0     1.297010E+2     1.157473E+2
-2.445719E+0     1.296943E+2     1.157404E+2
-2.414999E+0     1.296927E+2     1.157404E+2
-2.382042E+0     1.296927E+2     1.157405E+2
-2.352130E+0     1.296866E+2     1.157391E+2
-2.321681E+0     1.297021E+2     1.157351E+2
-2.296426E+0     1.296928E+2     1.157351E+2
-2.265697E+0     1.297025E+2     1.157491E+2
-2.242634E+0     1.297025E+2     1.157532E+2
-2.205970E+0     1.296959E+2     1.157406E+2
-2.173566E+0     1.296943E+2     1.157351E+2
-2.149817E+0     1.296916E+2     1.157406E+2
-2.122331E+0     1.296916E+2     1.157285E+2
-2.097685E+0     1.296816E+2     1.157285E+2
-2.072860E+0     1.296970E+2     1.157285E+2
-2.046707E+0     1.297134E+2     1.157427E+2
-2.023723E+0     1.297035E+2     1.157531E+2
-1.990005E+0     1.297012E+2     1.157405E+2
-1.960418E+0     1.296967E+2     1.157443E+2
-1.930419E+0     1.296816E+2     1.157280E+2
-1.899768E+0     1.296816E+2     1.157280E+2
-1.872487E+0     1.296809E+2     1.157262E+2
-1.840011E+0     1.296955E+2     1.157510E+2
-1.805676E+0     1.296945E+2     1.157305E+2
-1.780464E+0     1.296824E+2     1.157403E+2
-1.752838E+0     1.296887E+2     1.157403E+2
-1.724758E+0     1.296663E+2     1.157200E+2
-1.692800E+0     1.296878E+2     1.157376E+2
-1.665401E+0     1.296878E+2     1.157344E+2
-1.635387E+0     1.296870E+2     1.157261E+2
-1.607675E+0     1.296825E+2     1.157446E+2
-1.576972E+0     1.296970E+2     1.157327E+2
-1.538503E+0     1.297007E+2     1.157485E+2
-1.514261E+0     1.296929E+2     1.157379E+2
-1.491716E+0     1.296872E+2     1.157379E+2
-1.464412E+0     1.296995E+2     1.157416E+2
-1.440002E+0     1.296995E+2     1.157357E+2
-1.410033E+0     1.296955E+2     1.157357E+2
-1.379104E+0     1.296879E+2     1.157302E+2
-1.350618E+0     1.296916E+2     1.157299E+2
-1.318923E+0     1.296836E+2     1.157347E+2
-1.288565E+0     1.296890E+2     1.157347E+2
-1.260976E+0     1.296673E+2     1.157226E+2
-1.230974E+0     1.296896E+2     1.157226E+2
-1.202173E+0     1.296772E+2     1.157347E+2
-1.168845E+0     1.296827E+2     1.157277E+2
-1.144209E+0     1.296791E+2     1.157270E+2
-1.117613E+0     1.296810E+2     1.157350E+2
-1.087597E+0     1.296907E+2     1.157374E+2
-1.052418E+0     1.296940E+2     1.157374E+2
-1.023391E+0     1.296968E+2     1.157373E+2
-9.940538E-1     1.296968E+2     1.157361E+2
-9.686508E-1     1.296922E+2     1.157285E+2
-9.434428E-1     1.296784E+2     1.157399E+2
-9.086237E-1     1.296868E+2     1.157399E+2
-8.763289E-1     1.296948E+2     1.157374E+2
-8.434243E-1     1.296930E+2     1.157429E+2
-8.199873E-1     1.296981E+2     1.157389E+2
-7.976031E-1     1.296917E+2     1.157229E+2
-7.699976E-1     1.296917E+2     1.157265E+2
-7.469387E-1     1.296754E+2     1.157265E+2
-7.241688E-1     1.296884E+2     1.157289E+2
-6.965947E-1     1.296836E+2     1.157293E+2
-6.725531E-1     1.296868E+2     1.157389E+2
-6.491776E-1     1.296939E+2     1.157326E+2
-6.225939E-1     1.296789E+2     1.157328E+2
-5.933743E-1     1.296810E+2     1.157328E+2
-5.643783E-1     1.296859E+2     1.157328E+2
-5.366406E-1     1.296859E+2     1.157326E+2
-5.048351E-1     1.296926E+2     1.157296E+2
-4.745927E-1     1.296966E+2     1.157418E+2
-4.487557E-1     1.296864E+2     1.157373E+2
-4.199262E-1     1.296921E+2     1.157378E+2
-3.886046E-1     1.296807E+2     1.157246E+2
-3.563461E-1     1.296816E+2     1.157259E+2
-3.292208E-1     1.296816E+2     1.157288E+2
-3.069644E-1     1.296798E+2     1.157308E+2
-2.738495E-1     1.296771E+2     1.157304E+2
-2.490029E-1     1.296921E+2     1.157304E+2
-2.263427E-1     1.296867E+2     1.157421E+2
-1.992302E-1     1.296853E+2     1.157373E+2
-1.703644E-1     1.296899E+2     1.157387E+2
-1.485786E-1     1.296962E+2     1.157370E+2
-1.244278E-1     1.296862E+2     1.157375E+2
-1.015120E-1     1.296862E+2     1.157375E+2
-7.752895E-2     1.297005E+2     1.157421E+2
-4.863310E-2     1.296880E+2     1.157284E+2
-1.967478E-2     1.296715E+2     1.157233E+2
1.090002E-2     1.296747E+2     1.157266E+2
0.000000E+0     1.296796E+2     1.157291E+2
2.320433E-2     1.296825E+2     1.157291E+2
6.060600E-2     1.296681E+2     1.156629E+2
9.196806E-2     1.296681E+2     1.156234E+2
1.219535E-1     1.295831E+2     1.156063E+2
1.486039E-1     1.294983E+2     1.155968E+2
1.792531E-1     1.294946E+2     1.155968E+2
