/* F3 - Waermeleitung in Kristallen - HZB - Hanjo Ryll, Bastian Klemke
/* Spannung am Agilent 6.667000E+0 V
/* Pulszeit am Agilent 7.200000E-2 s
/* t [s]   R1 [Ohm]  R2 [Ohm] 
-6.000000E+0     1.067475E+2     9.766229E+1
-5.974565E+0     1.067475E+2     9.766006E+1
-5.932923E+0     1.067494E+2     9.766640E+1
-5.910069E+0     1.067549E+2     9.767122E+1
-5.884087E+0     1.067524E+2     9.767105E+1
-5.853766E+0     1.067567E+2     9.767105E+1
-5.828709E+0     1.067554E+2     9.767151E+1
-5.807282E+0     1.067524E+2     9.767151E+1
-5.783634E+0     1.067515E+2     9.767164E+1
-5.760593E+0     1.067515E+2     9.767444E+1
-5.730616E+0     1.067535E+2     9.766964E+1
-5.690600E+0     1.067525E+2     9.767514E+1
-5.663166E+0     1.067577E+2     9.767398E+1
-5.638265E+0     1.067543E+2     9.767398E+1
-5.615044E+0     1.067519E+2     9.766938E+1
-5.592763E+0     1.067606E+2     9.768142E+1
-5.569858E+0     1.067630E+2     9.767955E+1
-5.540715E+0     1.067630E+2     9.768238E+1
-5.516268E+0     1.067668E+2     9.766907E+1
-5.486065E+0     1.067584E+2     9.766544E+1
-5.445109E+0     1.067435E+2     9.766660E+1
-5.420986E+0     1.067562E+2     9.766728E+1
-5.398119E+0     1.067418E+2     9.765857E+1
-5.371378E+0     1.067410E+2     9.766898E+1
-5.340380E+0     1.067515E+2     9.766898E+1
-5.317307E+0     1.067515E+2     9.767205E+1
-5.277113E+0     1.067563E+2     9.767205E+1
-5.251805E+0     1.067562E+2     9.767410E+1
-5.226252E+0     1.067467E+2     9.766384E+1
-5.198240E+0     1.067519E+2     9.766859E+1
-5.167655E+0     1.067459E+2     9.767123E+1
-5.139171E+0     1.067572E+2     9.767123E+1
-5.109298E+0     1.067507E+2     9.766674E+1
-5.082110E+0     1.067474E+2     9.766716E+1
-5.049027E+0     1.067467E+2     9.766716E+1
-5.021302E+0     1.067351E+2     9.765576E+1
-4.990510E+0     1.067477E+2     9.766732E+1
-4.961599E+0     1.067570E+2     9.767245E+1
-4.930529E+0     1.067596E+2     9.766895E+1
-4.901904E+0     1.067541E+2     9.766932E+1
-4.872137E+0     1.067541E+2     9.766578E+1
-4.846406E+0     1.067554E+2     9.767506E+1
-4.816370E+0     1.067578E+2     9.767506E+1
-4.787263E+0     1.067627E+2     9.767599E+1
-4.755902E+0     1.067575E+2     9.766617E+1
-4.726002E+0     1.067541E+2     9.767663E+1
-4.697192E+0     1.067580E+2     9.767346E+1
-4.666567E+0     1.067607E+2     9.767132E+1
-4.637793E+0     1.067607E+2     9.766987E+1
-4.599607E+0     1.067488E+2     9.767134E+1
-4.576257E+0     1.067618E+2     9.767421E+1
-4.551447E+0     1.067570E+2     9.767509E+1
-4.524262E+0     1.067598E+2     9.767482E+1
-4.499605E+0     1.067575E+2     9.767482E+1
-4.475582E+0     1.067590E+2     9.767544E+1
-4.443613E+0     1.067419E+2     9.765908E+1
-4.417470E+0     1.067419E+2     9.766892E+1
-4.387368E+0     1.067398E+2     9.767185E+1
-4.359216E+0     1.067595E+2     9.767575E+1
-4.327256E+0     1.067659E+2     9.767575E+1
-4.295250E+0     1.067583E+2     9.767302E+1
-4.264584E+0     1.067575E+2     9.767385E+1
-4.239823E+0     1.067453E+2     9.766199E+1
-4.210345E+0     1.067519E+2     9.766571E+1
-4.177253E+0     1.067473E+2     9.766571E+1
-4.142567E+0     1.067528E+2     9.766688E+1
-4.115970E+0     1.067482E+2     9.767090E+1
-4.091195E+0     1.067532E+2     9.767271E+1
-4.065014E+0     1.067594E+2     9.766978E+1
-4.039598E+0     1.067523E+2     9.766978E+1
-4.009013E+0     1.067491E+2     9.766740E+1
-3.981287E+0     1.067480E+2     9.766740E+1
-3.951478E+0     1.067417E+2     9.766217E+1
-3.917583E+0     1.067553E+2     9.767256E+1
-3.894038E+0     1.067511E+2     9.766875E+1
-3.863831E+0     1.067505E+2     9.767326E+1
-3.833595E+0     1.067597E+2     9.767326E+1
-3.804210E+0     1.067450E+2     9.766049E+1
-3.772294E+0     1.067468E+2     9.766580E+1
-3.742246E+0     1.067486E+2     9.766417E+1
-3.715353E+0     1.067533E+2     9.767467E+1
-3.682245E+0     1.067551E+2     9.767467E+1
-3.658272E+0     1.067631E+2     9.767608E+1
-3.631180E+0     1.067552E+2     9.766751E+1
-3.605964E+0     1.067544E+2     9.766751E+1
-3.580596E+0     1.067413E+2     9.765763E+1
-3.555040E+0     1.067476E+2     9.766628E+1
-3.528212E+0     1.067515E+2     9.766415E+1
-3.497889E+0     1.067515E+2     9.766930E+1
-3.460529E+0     1.067599E+2     9.767614E+1
-3.435291E+0     1.067601E+2     9.767187E+1
-3.412458E+0     1.067513E+2     9.766855E+1
-3.385975E+0     1.067563E+2     9.767179E+1
-3.354993E+0     1.067570E+2     9.767179E+1
-3.332006E+0     1.067615E+2     9.767476E+1
-3.300025E+0     1.067515E+2     9.767253E+1
-3.269041E+0     1.067515E+2     9.766991E+1
-3.238058E+0     1.067525E+2     9.767049E+1
-3.213073E+0     1.067575E+2     9.767553E+1
-3.183089E+0     1.067552E+2     9.767553E+1
-3.153106E+0     1.067579E+2     9.767108E+1
-3.123123E+0     1.067571E+2     9.767900E+1
-3.092542E+0     1.067439E+2     9.766531E+1
-3.063763E+0     1.067439E+2     9.766199E+1
-3.035803E+0     1.067467E+2     9.766199E+1
-3.005571E+0     1.067480E+2     9.766219E+1
-2.972249E+0     1.067460E+2     9.766674E+1
-2.946229E+0     1.067557E+2     9.766857E+1
-2.920644E+0     1.067524E+2     9.766355E+1
-2.894548E+0     1.067440E+2     9.766613E+1
-2.864998E+0     1.067566E+2     9.766613E+1
-2.842559E+0     1.067566E+2     9.766655E+1
-2.817617E+0     1.067441E+2     9.767090E+1
-2.786228E+0     1.067554E+2     9.767300E+1
-2.761423E+0     1.067445E+2     9.766413E+1
-2.736235E+0     1.067492E+2     9.766210E+1
-2.704122E+0     1.067479E+2     9.766868E+1
-2.669568E+0     1.067658E+2     9.767643E+1
-2.643061E+0     1.067523E+2     9.766692E+1
-2.619260E+0     1.067523E+2     9.766221E+1
-2.591412E+0     1.067494E+2     9.766096E+1
-2.562059E+0     1.067460E+2     9.766096E+1
-2.539566E+0     1.067497E+2     9.766590E+1
-2.513994E+0     1.067502E+2     9.767028E+1
-2.482709E+0     1.067501E+2     9.766722E+1
-2.453024E+0     1.067522E+2     9.766929E+1
-2.425056E+0     1.067507E+2     9.766962E+1
-2.395967E+0     1.067507E+2     9.766033E+1
-2.358242E+0     1.067404E+2     9.765714E+1
-2.334260E+0     1.067418E+2     9.766158E+1
-2.311650E+0     1.067515E+2     9.767197E+1
-2.282681E+0     1.067631E+2     9.766992E+1
-2.252460E+0     1.067559E+2     9.766992E+1
-2.224229E+0     1.067549E+2     9.766682E+1
-2.188389E+0     1.067403E+2     9.766682E+1
-2.163157E+0     1.067403E+2     9.766473E+1
-2.137224E+0     1.067530E+2     9.765993E+1
-2.106075E+0     1.067463E+2     9.765993E+1
-2.078031E+0     1.067471E+2     9.766204E+1
-2.055211E+0     1.067536E+2     9.766204E+1
-2.029197E+0     1.067484E+2     9.766731E+1
-2.006215E+0     1.067531E+2     9.767254E+1
-1.975033E+0     1.067518E+2     9.766625E+1
-1.946208E+0     1.067505E+2     9.767327E+1
-1.915902E+0     1.067503E+2     9.767327E+1
-1.884354E+0     1.067561E+2     9.767239E+1
-1.858465E+0     1.067420E+2     9.766720E+1
-1.833303E+0     1.067471E+2     9.767083E+1
-1.805974E+0     1.067611E+2     9.767276E+1
-1.780616E+0     1.067549E+2     9.767276E+1
-1.755188E+0     1.067533E+2     9.767246E+1
-1.731911E+0     1.067547E+2     9.767246E+1
-1.708302E+0     1.067547E+2     9.767331E+1
-1.684874E+0     1.067560E+2     9.767065E+1
-1.656552E+0     1.067480E+2     9.767204E+1
-1.620632E+0     1.067549E+2     9.766944E+1
-1.588718E+0     1.067585E+2     9.766944E+1
-1.565768E+0     1.067471E+2     9.766944E+1
-1.537546E+0     1.067532E+2     9.766519E+1
-1.510549E+0     1.067451E+2     9.766147E+1
