Wavelength	Intensity	Ocean Optics Flame
nm	counts
187.89	2.670E+1
188.27	5.340E+1
188.64	-8.981E+1
189.02	-1.214E+1
189.40	8.495E+1
189.78	-7.767E+1
190.15	2.184E+1
190.53	4.854E+1
190.91	2.427E+0
191.29	-1.456E+1
191.66	4.854E+0
192.04	-1.699E+1
192.42	4.854E+1
192.80	3.641E+1
193.17	4.126E+1
193.55	-4.612E+1
193.93	8.738E+1
194.30	7.767E+1
194.68	-3.641E+1
195.06	7.767E+1
195.44	4.854E+1
195.81	3.398E+1
196.19	-1.456E+1
196.57	4.126E+1
196.94	6.311E+1
197.32	3.398E+1
197.70	8.010E+1
198.07	8.010E+1
198.45	2.913E+1
198.83	4.126E+1
199.20	-2.427E+0
199.58	-1.699E+1
199.96	1.214E+2
200.33	1.117E+2
200.71	8.253E+1
201.09	2.184E+1
201.46	0.000E+0
201.84	1.214E+1
202.22	-7.282E+0
202.59	8.010E+1
202.97	-3.398E+1
203.34	0.000E+0
203.72	9.709E+1
204.10	2.427E+0
204.47	4.369E+1
204.85	7.524E+1
205.23	2.913E+1
205.60	-2.913E+1
205.98	-1.019E+2
206.35	9.952E+1
206.73	1.214E+2
207.11	-5.340E+1
207.48	-3.398E+1
207.86	7.282E+0
208.23	-5.583E+1
208.61	4.612E+1
208.98	4.126E+1
209.36	-4.612E+1
209.74	5.340E+1
210.11	2.427E+0
210.49	3.398E+1
210.86	1.092E+2
211.24	5.097E+1
211.61	1.529E+2
211.99	3.641E+1
212.36	8.981E+1
212.74	9.223E+1
213.11	2.184E+1
213.49	2.427E+0
213.87	4.369E+1
214.24	-6.068E+1
214.62	4.126E+1
214.99	-7.282E+1
215.37	9.709E+0
215.74	-5.097E+1
216.12	-5.583E+1
216.49	-4.612E+1
216.87	2.427E+0
217.24	9.223E+1
217.62	6.796E+1
217.99	3.641E+1
218.37	-2.913E+1
218.74	8.010E+1
219.11	-2.670E+1
219.49	3.884E+1
219.86	2.670E+1
220.24	9.709E+0
220.61	5.825E+1
220.99	7.039E+1
221.36	9.709E+1
221.74	-7.282E+1
222.11	1.942E+1
222.49	3.398E+1
222.86	-1.456E+1
223.23	-1.068E+2
223.61	-6.068E+1
223.98	-1.456E+1
224.36	4.612E+1
224.73	1.214E+1
225.11	2.427E+1
225.48	2.670E+1
225.85	7.039E+1
226.23	1.359E+2
226.60	3.398E+1
226.98	-1.432E+2
227.35	-7.767E+1
227.72	4.854E+1
228.10	1.942E+1
228.47	-2.427E+0
228.84	2.913E+1
229.22	9.709E+0
229.59	3.884E+1
229.97	8.253E+1
230.34	1.432E+2
230.71	-4.854E+0
231.09	-1.942E+1
231.46	9.709E+0
231.83	2.184E+1
232.21	0.000E+0
232.58	-4.612E+1
232.95	9.223E+1
233.33	-4.854E+1
233.70	-1.262E+2
234.07	4.854E+1
234.45	9.223E+1
234.82	-1.699E+1
235.19	2.913E+1
235.57	-2.913E+1
235.94	2.427E+1
236.31	6.554E+1
236.69	-7.524E+1
237.06	1.359E+2
237.43	8.738E+1
237.80	-4.126E+1
238.18	-1.019E+2
238.55	-5.583E+1
238.92	1.117E+2
239.30	5.340E+1
239.67	-6.068E+1
240.04	6.068E+1
240.41	1.165E+2
240.79	-2.670E+1
241.16	2.670E+1
241.53	1.942E+1
241.90	-7.282E+0
242.28	2.427E+1
242.65	6.311E+1
243.02	-1.699E+1
243.39	3.884E+1
243.77	2.427E+1
244.14	2.670E+1
244.51	-2.427E+0
244.88	-2.670E+1
245.25	4.369E+1
245.63	-1.286E+2
246.00	-3.884E+1
246.37	-2.427E+1
246.74	-9.466E+1
247.11	5.583E+1
247.49	4.854E+1
247.86	-2.913E+1
248.23	-5.583E+1
248.60	8.253E+1
248.97	7.767E+1
249.35	7.767E+1
249.72	-3.884E+1
250.09	-9.709E+0
250.46	-2.670E+1
250.83	1.456E+1
251.20	7.282E+1
251.58	2.427E+1
251.95	-6.796E+1
252.32	8.253E+1
252.69	8.495E+1
253.06	1.214E+1
253.43	4.126E+1
253.80	7.767E+1
254.17	1.335E+2
254.55	-5.825E+1
254.92	-2.913E+1
255.29	-5.583E+1
255.66	4.854E+0
256.03	3.641E+1
256.40	-9.709E+0
256.77	-3.398E+1
257.14	0.000E+0
257.51	6.554E+1
257.88	4.369E+1
258.26	-2.913E+1
258.63	-2.184E+1
259.00	3.398E+1
259.37	-4.854E+0
259.74	-2.427E+0
260.11	-6.311E+1
260.48	0.000E+0
260.85	-6.554E+1
261.22	-7.524E+1
261.59	4.612E+1
261.96	-2.427E+0
262.33	3.398E+1
262.70	4.612E+1
263.07	5.825E+1
263.44	4.369E+1
263.81	1.019E+2
264.18	-1.699E+1
264.55	9.466E+1
264.92	8.738E+1
265.29	4.612E+1
265.66	-7.282E+0
266.03	9.709E+0
266.40	8.738E+1
266.77	-3.884E+1
267.14	8.738E+1
267.51	4.854E+0
267.88	3.398E+1
268.25	9.709E+0
268.62	2.427E+1
268.99	-1.942E+1
269.36	5.583E+1
269.73	7.039E+1
270.10	4.854E+0
270.47	-1.214E+1
270.84	-1.456E+1
271.21	-8.495E+1
271.58	-5.825E+1
271.95	5.097E+1
272.32	2.670E+1
272.69	1.214E+1
273.06	-2.427E+1
273.43	3.884E+1
273.80	2.913E+1
274.17	-9.709E+1
274.53	6.068E+1
274.90	2.427E+0
275.27	6.796E+1
275.64	-2.427E+1
276.01	-1.456E+1
276.38	-9.709E+0
276.75	-5.825E+1
277.12	4.854E+0
277.49	1.044E+2
277.86	4.612E+1
278.22	4.369E+1
278.59	0.000E+0
278.96	-2.670E+1
279.33	7.524E+1
279.70	-2.184E+1
280.07	8.010E+1
280.44	9.709E+0
280.80	2.184E+1
281.17	5.097E+1
281.54	-3.641E+1
281.91	2.670E+1
282.28	1.456E+1
282.65	7.282E+0
283.02	1.238E+2
283.38	1.942E+1
283.75	-2.670E+1
284.12	5.097E+1
284.49	-4.854E+1
284.86	2.427E+1
285.22	6.796E+1
285.59	5.583E+1
285.96	-2.184E+1
286.33	-9.709E+0
286.70	1.699E+1
287.06	4.854E+1
287.43	1.699E+1
287.80	7.282E+0
288.17	-1.942E+1
288.53	6.068E+1
288.90	7.767E+1
289.27	2.913E+1
289.64	-2.427E+0
290.01	9.709E+0
290.37	5.583E+1
290.74	1.262E+2
291.11	4.854E+0
291.48	-5.340E+1
291.84	3.398E+1
292.21	-4.369E+1
292.58	-1.942E+1
292.94	9.952E+1
293.31	7.282E+0
293.68	9.466E+1
294.05	4.612E+1
294.41	-4.854E+1
294.78	1.262E+2
295.15	7.039E+1
295.51	7.039E+1
295.88	3.884E+1
296.25	0.000E+0
296.61	-2.427E+1
296.98	-7.524E+1
297.35	1.165E+2
297.72	-6.311E+1
298.08	-4.854E+1
298.45	7.524E+1
298.82	7.039E+1
299.18	4.854E+0
299.55	7.524E+1
299.91	-4.854E+0
300.28	3.884E+1
300.65	-5.340E+1
301.01	-7.039E+1
301.38	-4.612E+1
301.75	4.126E+1
302.11	-1.942E+1
302.48	7.524E+1
302.85	4.612E+1
303.21	-3.398E+1
303.58	-3.641E+1
303.94	-1.942E+1
304.31	1.699E+1
304.68	1.432E+2
305.04	-6.554E+1
305.41	1.942E+1
305.77	7.767E+1
306.14	-4.612E+1
306.51	-6.068E+1
306.87	9.466E+1
307.24	-2.427E+1
307.60	-1.456E+1
307.97	8.981E+1
308.33	-2.427E+1
308.70	-3.641E+1
309.07	-4.126E+1
309.43	2.670E+1
309.80	-4.126E+1
310.16	-4.612E+1
310.53	4.369E+1
310.89	1.262E+2
311.26	9.223E+1
311.62	1.117E+2
311.99	1.335E+2
312.35	5.097E+1
312.72	-4.369E+1
313.08	-4.612E+1
313.45	-7.282E+0
313.81	5.583E+1
314.18	3.884E+1
314.54	1.286E+2
314.91	4.612E+1
315.27	-4.126E+1
315.64	-2.427E+0
316.00	-2.913E+1
316.37	4.854E+1
316.73	-4.612E+1
317.10	-5.340E+1
317.46	-5.097E+1
317.83	6.796E+1
318.19	1.456E+1
318.56	-2.670E+1
318.92	2.427E+0
319.28	2.427E+0
319.65	4.854E+1
320.01	-3.641E+1
320.38	4.126E+1
320.74	-1.942E+1
321.11	-4.854E+1
321.47	-4.854E+0
321.83	4.126E+1
322.20	-3.641E+1
322.56	5.340E+1
322.93	-3.884E+1
323.29	-7.039E+1
323.66	1.456E+1
324.02	2.427E+0
324.38	9.952E+1
324.75	1.165E+2
325.11	8.253E+1
325.47	-6.554E+1
325.84	7.524E+1
326.20	1.942E+1
326.57	2.913E+1
326.93	-8.010E+1
327.29	-2.427E+0
327.66	-7.282E+0
328.02	1.214E+2
328.38	9.223E+1
328.75	2.913E+1
329.11	-3.155E+1
329.47	9.952E+1
329.84	1.214E+1
330.20	2.670E+1
330.56	9.709E+0
330.93	1.214E+1
331.29	-4.369E+1
331.65	-8.738E+1
332.02	3.155E+1
332.38	1.942E+1
332.74	2.427E+1
333.10	2.427E+0
333.47	6.311E+1
333.83	1.092E+2
334.19	4.369E+1
334.56	7.282E+0
334.92	4.854E+0
335.28	-2.184E+1
335.64	8.495E+1
336.01	2.670E+1
336.37	-8.010E+1
336.73	1.214E+1
337.09	-1.214E+1
337.46	-2.670E+1
337.82	3.155E+1
338.18	3.884E+1
338.54	-5.583E+1
338.91	0.000E+0
339.27	1.189E+2
339.63	-4.854E+1
339.99	6.311E+1
