Wavelength	Intensity	Ocean Optics Flame
nm	counts
187.89	9.709E+0
188.27	1.456E+1
188.64	-5.097E+1
189.02	2.184E+1
189.40	9.223E+1
189.78	3.884E+1
190.15	7.282E+0
190.53	3.398E+1
190.91	-4.854E+0
191.29	1.699E+1
191.66	1.456E+1
192.04	-1.238E+2
192.42	-2.184E+1
192.80	9.952E+1
193.17	6.311E+1
193.55	5.583E+1
193.93	2.184E+1
194.30	-4.369E+1
194.68	-7.767E+1
195.06	-2.184E+1
195.44	4.369E+1
195.81	1.553E+2
196.19	-3.641E+1
196.57	1.942E+1
196.94	-6.796E+1
197.32	-8.010E+1
197.70	3.884E+1
198.07	-3.155E+1
198.45	-7.282E+1
198.83	-9.709E+0
199.20	5.340E+1
199.58	3.398E+1
199.96	-6.796E+1
200.33	6.554E+1
200.71	-4.854E+1
201.09	-1.214E+1
201.46	-1.699E+1
201.84	1.942E+1
202.22	-6.796E+1
202.59	7.767E+1
202.97	-3.641E+1
203.34	6.796E+1
203.72	8.738E+1
204.10	-3.884E+1
204.47	1.456E+1
204.85	-4.854E+0
205.23	-9.709E+1
205.60	3.398E+1
205.98	-9.709E+0
206.35	-3.641E+1
206.73	-3.641E+1
207.11	2.913E+1
207.48	1.578E+2
207.86	-4.854E+1
208.23	3.884E+1
208.61	1.214E+1
208.98	1.019E+2
209.36	4.612E+1
209.74	-1.942E+1
210.11	-5.825E+1
210.49	-1.481E+2
210.86	3.641E+1
211.24	1.214E+1
211.61	4.854E+1
211.99	6.796E+1
212.36	-4.126E+1
212.74	8.253E+1
213.11	-2.427E+1
213.49	5.825E+1
213.87	-1.942E+1
214.24	4.369E+1
214.62	2.670E+1
214.99	8.495E+1
215.37	8.738E+1
215.74	-4.854E+0
216.12	3.641E+1
216.49	-2.913E+1
216.87	9.709E+0
217.24	4.854E+0
217.62	4.126E+1
217.99	3.641E+1
218.37	-2.427E+1
218.74	-1.942E+1
219.11	5.097E+1
219.49	2.427E+0
219.86	-7.524E+1
220.24	-6.554E+1
220.61	2.913E+1
220.99	4.369E+1
221.36	-4.369E+1
221.74	-3.155E+1
222.11	-1.456E+1
222.49	1.068E+2
222.86	-1.214E+1
223.23	4.612E+1
223.61	-1.456E+1
223.98	4.612E+1
224.36	4.854E+0
224.73	5.825E+1
225.11	4.854E+0
225.48	3.155E+1
225.85	5.583E+1
226.23	-2.427E+0
226.60	2.913E+1
226.98	-2.670E+1
227.35	1.456E+1
227.72	-2.670E+1
228.10	4.126E+1
228.47	2.913E+1
228.84	3.641E+1
229.22	9.466E+1
229.59	3.641E+1
229.97	-2.670E+1
230.34	-9.709E+0
230.71	-1.456E+1
231.09	1.359E+2
231.46	-8.010E+1
231.83	9.223E+1
232.21	-1.456E+1
232.58	3.641E+1
232.95	1.117E+2
233.33	-1.214E+1
233.70	9.952E+1
234.07	-7.282E+0
234.45	7.282E+0
234.82	7.282E+0
235.19	8.738E+1
235.57	-2.670E+1
235.94	1.141E+2
236.31	1.942E+1
236.69	-3.398E+1
237.06	4.854E+0
237.43	3.398E+1
237.80	1.699E+1
238.18	-6.796E+1
238.55	3.155E+1
238.92	-1.141E+2
239.30	4.126E+1
239.67	4.126E+1
240.04	6.796E+1
240.41	-1.456E+1
240.79	-2.913E+1
241.16	9.709E+0
241.53	-8.981E+1
241.90	7.767E+1
242.28	3.641E+1
242.65	5.825E+1
243.02	1.456E+1
243.39	3.641E+1
243.77	2.913E+1
244.14	5.340E+1
244.51	9.709E+0
244.88	-3.155E+1
245.25	1.481E+2
245.63	-4.854E+0
246.00	5.097E+1
246.37	1.019E+2
246.74	7.524E+1
247.11	-1.456E+1
247.49	6.554E+1
247.86	-3.398E+1
248.23	-1.189E+2
248.60	6.068E+1
248.97	6.068E+1
249.35	-4.854E+1
249.72	7.282E+0
250.09	6.796E+1
250.46	3.155E+1
250.83	3.641E+1
251.20	-4.854E+0
251.58	2.427E+1
251.95	5.825E+1
252.32	4.854E+1
252.69	6.068E+1
253.06	9.952E+1
253.43	-7.282E+0
253.80	3.398E+1
254.17	1.456E+1
254.55	2.184E+1
254.92	1.214E+1
255.29	-7.039E+1
255.66	6.554E+1
256.03	7.282E+0
256.40	5.097E+1
256.77	4.854E+0
257.14	4.126E+1
257.51	7.282E+0
257.88	1.456E+1
258.26	-2.427E+0
258.63	-5.583E+1
259.00	4.854E+0
259.37	-1.456E+1
259.74	6.068E+1
260.11	-4.612E+1
260.48	6.311E+1
260.85	1.214E+1
261.22	1.141E+2
261.59	7.282E+0
261.96	-5.583E+1
262.33	-3.155E+1
262.70	5.825E+1
263.07	7.039E+1
263.44	8.981E+1
263.81	-1.942E+1
264.18	-6.796E+1
264.55	0.000E+0
264.92	-2.670E+1
265.29	5.825E+1
265.66	6.311E+1
266.03	9.709E+0
266.40	5.340E+1
266.77	-2.913E+1
267.14	2.913E+1
267.51	4.126E+1
267.88	4.854E+0
268.25	1.189E+2
268.62	-9.709E+0
268.99	-3.398E+1
269.36	0.000E+0
269.73	-1.699E+1
270.10	0.000E+0
270.47	6.311E+1
270.84	-6.068E+1
271.21	7.282E+1
271.58	2.913E+1
271.95	5.825E+1
272.32	9.466E+1
272.69	7.282E+0
273.06	-4.126E+1
273.43	6.796E+1
273.80	-2.427E+1
274.17	4.126E+1
274.53	-2.427E+1
274.90	4.369E+1
275.27	9.709E+0
275.64	6.554E+1
276.01	-3.398E+1
276.38	2.670E+1
276.75	3.155E+1
277.12	1.942E+1
277.49	-1.214E+1
277.86	2.184E+1
278.22	-2.427E+1
278.59	4.369E+1
278.96	1.311E+2
279.33	-4.369E+1
279.70	2.427E+1
280.07	-3.641E+1
280.44	2.670E+1
280.80	-1.699E+1
281.17	4.126E+1
281.54	3.641E+1
281.91	7.282E+0
282.28	7.767E+1
282.65	-4.854E+0
283.02	-1.262E+2
283.38	6.554E+1
283.75	-4.126E+1
284.12	-8.738E+1
284.49	4.126E+1
284.86	2.427E+1
285.22	1.456E+1
285.59	-4.854E+1
285.96	7.767E+1
286.33	7.282E+1
286.70	4.126E+1
287.06	6.554E+1
287.43	-7.767E+1
287.80	6.796E+1
288.17	6.554E+1
288.53	-1.214E+1
288.90	3.641E+1
289.27	3.398E+1
289.64	1.117E+2
290.01	1.214E+2
290.37	6.554E+1
290.74	1.820E+2
291.11	1.699E+1
291.48	-4.612E+1
291.84	2.670E+1
292.21	9.709E+0
292.58	-2.913E+1
292.94	1.286E+2
293.31	4.854E+0
293.68	2.427E+0
294.05	4.854E+0
294.41	1.068E+2
294.78	1.384E+2
295.15	7.282E+0
295.51	-1.456E+1
295.88	2.427E+0
296.25	-1.456E+1
296.61	-4.126E+1
296.98	6.554E+1
297.35	1.141E+2
297.72	1.044E+2
298.08	-4.612E+1
298.45	4.612E+1
298.82	-7.039E+1
299.18	5.097E+1
299.55	3.884E+1
299.91	1.456E+1
300.28	6.068E+1
300.65	-2.427E+0
301.01	4.854E+1
301.38	1.456E+1
301.75	7.524E+1
302.11	2.670E+1
302.48	1.408E+2
302.85	-7.282E+1
303.21	4.126E+1
303.58	1.456E+1
303.94	-1.942E+1
304.31	-7.039E+1
304.68	-1.578E+2
305.04	-1.942E+1
305.41	1.238E+2
305.77	1.456E+1
306.14	4.854E+0
306.51	-1.165E+2
306.87	-2.427E+1
307.24	0.000E+0
307.60	6.068E+1
307.97	-5.097E+1
308.33	1.602E+2
308.70	2.184E+1
309.07	9.223E+1
309.43	-1.214E+1
309.80	0.000E+0
310.16	2.184E+1
310.53	-4.854E+1
310.89	3.641E+1
311.26	9.709E+0
311.62	0.000E+0
311.99	4.369E+1
312.35	9.709E+0
312.72	4.126E+1
313.08	8.738E+1
313.45	7.767E+1
313.81	-7.039E+1
314.18	2.427E+1
314.54	8.495E+1
314.91	-9.709E+0
315.27	-6.311E+1
315.64	2.427E+0
316.00	5.583E+1
316.37	6.311E+1
316.73	9.223E+1
317.10	2.184E+1
317.46	1.699E+1
317.83	-8.495E+1
318.19	-2.427E+0
318.56	7.282E+0
318.92	7.282E+0
319.28	3.641E+1
319.65	-7.767E+1
320.01	7.524E+1
320.38	1.456E+2
320.74	3.155E+1
321.11	-2.427E+1
321.47	1.942E+1
321.83	1.942E+1
322.20	7.282E+1
322.56	-2.184E+1
322.93	-7.039E+1
323.29	-1.942E+1
323.66	6.311E+1
324.02	-2.184E+1
324.38	9.709E+0
324.75	4.126E+1
325.11	-1.942E+1
325.47	-1.214E+1
325.84	1.189E+2
326.20	1.942E+1
326.57	-4.854E+0
326.93	-4.369E+1
327.29	4.854E+0
327.66	5.583E+1
328.02	1.456E+1
328.38	9.466E+1
328.75	-5.583E+1
329.11	-1.699E+1
329.47	-1.165E+2
329.84	-5.097E+1
330.20	-9.709E+0
330.56	3.155E+1
330.93	-4.612E+1
331.29	-2.427E+1
331.65	4.126E+1
332.02	6.796E+1
332.38	9.709E+1
332.74	-8.010E+1
333.10	-5.583E+1
333.47	-2.670E+1
333.83	8.253E+1
334.19	-1.456E+2
334.56	-3.155E+1
334.92	-2.427E+0
335.28	4.854E+0
335.64	2.670E+1
336.01	-9.709E+0
336.37	-9.952E+1
336.73	6.311E+1
337.09	-7.282E+0
337.46	2.427E+0
337.82	-3.884E+1
338.18	1.214E+1
338.54	6.554E+1
338.91	0.000E+0
339.27	-4.369E+1
339.63	-4.854E+0
339.99	3.155E+1
340.36	-3.398E+1
340.72	-1.942E+1
341.08	8.010E+1
341.44	-1.699E+1
341.80	-1.214E+1
342.17	-4.612E+1
342.53	4.854E+0
342.89	2.670E+1
343.25	4.369E+1
343.61	-3.884E+1
343.98	-2.670E+1
344.34	4.126E+1
344.70	1.286E+2
345.06	-6.068E+1
345.42	-3.398E+1
345.78	-1.796E+2
346.14	-4.854E+0
346.51	2.913E+1
346.87	3.884E+1
347.23	1.481E+2
347.59	-2.427E+0
347.95	9.466E+1
348.31	-4.854E+1
348.67	6.311E+1
349.04	0.000E+0
349.40	4.126E+1
349.76	2.184E+1
350.12	-9.709E+0
350.48	-1.214E+1
350.84	-3.398E+1
351.20	4.612E+1
351.56	-1.456E+1
351.92	3.398E+1
352.28	3.641E+1
352.65	1.214E+1
353.01	7.767E+1
353.37	-8.981E+1
353.73	2.427E+0
354.09	6.554E+1
354.45	-3.398E+1
354.81	-4.854E+0
355.17	-4.612E+1
355.53	-3.641E+1
355.89	1.699E+1
356.25	6.068E+1
356.61	4.126E+1
356.97	9.466E+1
357.33	-7.282E+0
357.69	-1.214E+1
358.05	9.709E+0
358.41	4.854E+1
358.77	5.097E+1
359.13	-2.184E+1
359.49	-2.670E+1
359.85	-1.942E+1
360.21	-9.223E+1
360.57	4.612E+1
360.93	1.456E+1
361.29	3.884E+1
361.65	-4.369E+1
362.01	-3.641E+1
362.37	5.583E+1
362.73	6.068E+1
363.09	-6.796E+1
363.45	-4.612E+1
363.81	7.282E+0
364.17	4.854E+0
364.53	3.398E+1
364.89	7.767E+1
365.25	6.311E+1
365.61	-4.854E+0
365.97	-2.427E+0
366.33	-8.010E+1
366.69	-1.942E+1
367.05	7.282E+0
367.40	-2.184E+1
367.76	1.699E+1
368.12	8.495E+1
368.48	-4.854E+0
368.84	-1.456E+1
369.20	-5.340E+1
369.56	8.495E+1
369.92	-5.583E+1
370.28	2.670E+1
370.63	-2.670E+1
370.99	-1.214E+1
371.35	1.942E+1
371.71	-6.796E+1
372.07	1.019E+2
372.43	2.184E+1
372.79	7.282E+0
373.15	-1.942E+1
373.50	-1.942E+1
373.86	-1.214E+1
374.22	-5.097E+1
374.58	1.117E+2
374.94	5.340E+1
375.30	5.340E+1
375.65	2.184E+1
376.01	6.311E+1
376.37	7.039E+1
376.73	-2.670E+1
377.09	-6.068E+1
377.44	1.214E+1
377.80	-3.155E+1
378.16	-2.427E+0
378.52	-4.369E+1
378.88	-4.854E+0
379.23	-2.670E+1
379.59	-2.184E+1
379.95	2.184E+1
380.31	5.583E+1
380.66	4.126E+1
381.02	4.854E+0
381.38	-5.097E+1
381.74	-5.340E+1
382.09	-3.155E+1
382.45	1.456E+1
382.81	1.699E+1
383.17	5.583E+1
383.52	1.286E+2
383.88	6.796E+1
384.24	5.097E+1
384.60	-2.427E+1
384.95	5.583E+1
385.31	2.913E+1
385.67	1.456E+1
386.02	-3.398E+1
386.38	-6.068E+1
386.74	2.427E+0
387.10	1.408E+2
387.45	-7.282E+0
387.81	-3.155E+1
388.17	7.282E+1
388.52	-6.311E+1
388.88	-5.097E+1
389.24	2.913E+1
389.59	2.427E+0
389.95	-5.583E+1
390.31	-4.612E+1
390.66	1.699E+1
391.02	5.340E+1
391.38	1.699E+1
391.73	-3.155E+1
392.09	1.456E+1
392.44	-4.612E+1
392.80	1.141E+2
393.16	-2.670E+1
393.51	2.913E+1
393.87	-1.092E+2
394.23	7.524E+1
394.58	-3.155E+1
394.94	-1.942E+1
395.29	0.000E+0
395.65	-4.369E+1
396.01	2.913E+1
396.36	-3.155E+1
396.72	-1.942E+1
397.07	-2.427E+1
397.43	7.524E+1
397.78	4.854E+1
398.14	4.126E+1
398.50	8.738E+1
398.85	-2.670E+1
399.21	-3.398E+1
399.56	2.427E+1
399.92	-4.854E+1
400.27	0.000E+0
400.63	4.369E+1
400.98	-2.184E+1
401.34	-2.184E+1
401.69	-3.398E+1
402.05	-2.913E+1
402.40	-6.554E+1
402.76	-6.554E+1
403.11	-1.238E+2
403.47	1.092E+2
403.82	-4.854E+1
404.18	1.214E+1
404.53	4.854E+0
404.89	1.456E+1
405.24	-1.456E+1
405.60	-4.854E+1
405.95	9.466E+1
406.31	4.126E+1
406.66	-1.214E+1
407.02	1.699E+1
407.37	-1.456E+1
407.73	3.641E+1
408.08	9.223E+1
408.44	-1.942E+1
408.79	3.155E+1
409.14	-9.466E+1
409.50	7.767E+1
409.85	-5.583E+1
410.21	-2.913E+1
410.56	1.578E+2
410.92	-2.427E+0
411.27	5.340E+1
411.62	7.282E+0
411.98	-8.253E+1
412.33	-3.155E+1
412.69	1.456E+1
413.04	2.427E+0
413.39	3.398E+1
413.75	-4.612E+1
414.10	2.427E+0
414.45	5.097E+1
414.81	9.709E+0
415.16	2.670E+1
415.52	9.709E+0
415.87	4.612E+1
416.22	2.427E+1
416.58	4.369E+1
416.93	-7.282E+0
417.28	1.262E+2
417.64	6.796E+1
417.99	3.641E+1
418.34	-3.641E+1
418.70	4.369E+1
419.05	2.427E+1
419.40	-7.282E+1
419.76	-4.126E+1
420.11	1.044E+2
420.46	7.282E+0
420.81	1.214E+1
421.17	-2.427E+0
421.52	6.068E+1
421.87	-2.427E+1
422.23	1.214E+1
422.58	1.384E+2
422.93	4.854E+1
423.28	1.214E+1
423.64	7.282E+0
423.99	-7.524E+1
424.34	4.369E+1
424.69	-6.796E+1
425.05	-9.223E+1
425.40	-4.369E+1
425.75	4.369E+1
426.10	1.214E+1
426.46	-4.854E+0
426.81	-1.699E+1
427.16	-4.126E+1
427.51	2.427E+0
427.87	-1.699E+1
428.22	-5.583E+1
428.57	4.854E+1
428.92	0.000E+0
429.27	1.165E+2
429.63	-5.583E+1
429.98	-1.456E+1
430.33	2.427E+1
430.68	1.456E+1
431.03	4.854E+0
431.38	7.767E+1
431.74	6.554E+1
432.09	6.554E+1
432.44	-1.699E+1
432.79	-2.184E+1
433.14	1.942E+1
433.49	4.854E+0
433.85	7.282E+0
434.20	2.913E+1
434.55	-2.184E+1
434.90	3.398E+1
435.25	8.495E+1
435.60	-3.398E+1
435.95	5.825E+1
436.30	8.495E+1
436.66	2.184E+1
437.01	-2.427E+0
437.36	6.554E+1
437.71	2.427E+1
438.06	-7.282E+1
438.41	1.699E+1
438.76	3.884E+1
439.11	-6.311E+1
