14554.262577	-138.143596	15.178467	-68.399977	-62.852905
14554.263946	-137.948283	15.227295	-68.368238	-62.900513
14554.265316	-137.948283	15.349365	-68.382887	-62.905396
14554.266685	-138.027629	15.520264	-68.353590	-63.016479
14554.268054	-138.021525	15.630127	-68.375563	-62.940186
14554.269423	-137.942180	15.746094	-68.390211	-63.054932
14554.270793	-138.021525	15.916992	-68.414625	-62.956665
14554.272162	-137.838420	16.246582	-68.338941	-62.902954
14554.273531	-138.021525	16.362549	-68.402418	-62.915161
14554.274900	-138.003215	16.618896	-68.380445	-63.104370
14554.276269	-137.997111	16.710449	-68.356031	-63.045166
14554.277639	-138.003215	16.753174	-68.407301	-63.122070
14554.279008	-138.100871	16.954590	-68.446363	-63.024414
14554.280377	-137.997111	16.991211	-68.356031	-62.989014
14554.281746	-137.887248	17.064453	-68.375563	-63.249634
14554.283115	-137.948283	17.241455	-68.390211	-63.037842
14554.284485	-137.984904	17.265869	-68.380445	-63.090332
14554.285854	-137.936076	17.265869	-68.426832	-62.923096
14554.287223	-138.045939	17.320801	-68.348707	-63.095825
14554.288592	-138.064250	17.253662	-68.419508	-63.030518
14554.289961	-137.960490	17.168213	-68.365797	-62.897461
14554.291331	-138.149699	17.082764	-68.456129	-63.003662
14554.292700	-138.119182	16.997314	-68.456129	-63.033569
14554.294069	-138.003215	16.917969	-68.441480	-62.921875
14554.295438	-137.942180	16.704346	-68.399977	-62.877930
14554.296808	-138.027629	16.704346	-68.429273	-62.958496
14554.298177	-138.015422	16.539551	-68.351148	-63.021973
14554.299546	-137.820109	16.606689	-68.524488	-62.965820
14554.300915	-137.942180	16.515137	-68.402418	-62.931030
14554.302284	-137.997111	16.667725	-68.419508	-62.971313
14554.303654	-137.875041	16.698242	-68.458570	-62.990845
14554.305023	-138.119182	16.863037	-68.448805	-62.970703
14554.306392	-138.052043	17.180420	-68.412184	-63.049438
14554.307761	-137.936076	17.333008	-68.390211	-62.987793
14554.309130	-137.960490	17.644287	-68.431715	-63.147705
14554.310500	-137.936076	17.735840	-68.365797	-62.968872
14554.311869	-138.094768	17.876221	-68.453688	-62.901123
14554.313238	-138.033732	18.211914	-68.456129	-62.737549
14554.314607	-138.033732	18.236328	-68.434156	-62.989014
14554.315976	-138.180217	18.358398	-68.436598	-63.082397
14554.317346	-138.131389	18.425537	-68.380445	-62.871826
14554.318715	-138.174113	18.321777	-68.419508	-63.064697
14554.320084	-138.137492	18.315674	-68.417066	-63.064697
14554.321453	-137.905559	18.260742	-68.407301	-63.161133
14554.322823	-138.155803	18.126465	-68.404859	-63.077515
14554.324192	-138.033732	17.961670	-68.395094	-62.856567
14554.325561	-138.076457	17.821289	-68.446363	-63.242310
14554.326930	-137.978801	17.564941	-68.402418	-63.023804
14554.328299	-137.923869	17.412354	-68.441480	-63.015259
14554.329669	-138.039836	17.436768	-68.439039	-62.967651
14554.331038	-137.984904	17.271973	-68.458570	-62.962769
14554.332407	-138.070354	17.174316	-68.429273	-62.932861
14554.333776	-138.027629	16.924072	-68.443922	-63.028687
14554.335145	-137.972697	16.960693	-68.446363	-63.088501
14554.336515	-138.039836	16.881348	-68.448805	-63.104370
14554.337884	-138.021525	17.009521	-68.419508	-62.959106
14554.339253	-138.168010	16.783691	-68.407301	-63.166626
14554.340622	-138.009318	16.881348	-68.448805	-63.050659
14554.341991	-138.082561	16.887451	-68.407301	-63.297852
14554.343361	-138.222941	17.058350	-68.448805	-62.987793
14554.344730	-138.088664	17.119385	-68.473219	-63.036621
14554.346099	-138.100871	17.198730	-68.461012	-63.104980
14554.347468	-137.984904	17.339111	-68.446363	-62.999390
14554.348838	-137.984904	17.546631	-68.448805	-63.099487
14554.350207	-138.070354	17.809082	-68.490309	-63.123901
14554.351576	-138.082561	17.906738	-68.448805	-63.017700
14554.352945	-138.131389	18.016602	-68.373121	-63.236816
14554.354314	-137.984904	18.095947	-68.439039	-63.105591
14554.355684	-137.991008	18.010498	-68.453688	-63.203247
14554.357053	-138.015422	17.925049	-68.465895	-63.179443
14554.358422	-137.984904	17.839600	-68.463453	-63.238037
14554.359791	-137.972697	17.705322	-68.504957	-63.145874
14554.361160	-137.984904	17.491699	-68.431715	-62.981079
14554.362530	-138.027629	17.290283	-68.436598	-63.067139
14554.363899	-138.045939	17.064453	-68.390211	-63.185547
14554.365268	-137.942180	16.893555	-68.451246	-63.147095
14554.366637	-137.991008	16.789795	-68.453688	-63.142822
14554.368006	-137.875041	16.618896	-68.407301	-63.180054
14554.369376	-138.015422	16.380859	-68.419508	-63.079956
14554.370745	-137.881145	16.252686	-68.475660	-63.131226
14554.372114	-137.875041	16.222168	-68.443922	-63.263672
