14555.747365	-138.729533	1.296570	-9.835523	-64.515503
14555.748333	-138.985881	1.296655	-9.881910	-64.483154
14555.749301	-138.930949	1.296790	-9.857496	-64.663818
14555.750269	-138.772258	1.296899	-9.818434	-64.625366
14555.751237	-138.692912	1.296643	-9.845289	-64.630249
14555.752205	-138.430461	1.296545	-9.828199	-64.727295
14555.753172	-138.277873	1.297034	-9.862379	-64.433716
14555.754140	-138.570842	1.297327	-9.776930	-64.538696
14555.755108	-138.345012	1.297705	-9.762281	-64.567993
14555.756076	-138.283977	1.298071	-9.703687	-64.580811
14555.757044	-138.338908	1.298132	-9.654859	-64.723022
14555.758012	-138.436564	1.297986	-9.737867	-64.778564
14555.758980	-138.314494	1.298157	-9.679273	-64.712646
14555.759948	-138.161906	1.297998	-9.764723	-64.746826
14555.760915	-138.247355	1.297913	-9.776930	-64.875610
14555.761883	-138.149699	1.298010	-9.735426	-64.719360
14555.762851	-138.131389	1.297327	-9.706129	-64.654663
14555.763819	-138.076457	1.296912	-9.696363	-64.706543
14555.764787	-138.113078	1.296509	-9.664625	-64.647339
14555.765755	-137.844523	1.296082	-9.776930	-64.718140
14555.766723	-137.679729	1.295911	-9.708570	-64.348877
14555.767691	-137.820109	1.295068	-9.715895	-64.723633
14555.768658	-137.765178	1.295166	-9.786695	-64.718750
14555.769626	-137.820109	1.294458	-9.769605	-64.906738
14555.770594	-137.661418	1.294849	-9.796461	-64.590576
14555.771562	-137.710246	1.294360	-9.823316	-64.869507
14555.772530	-137.716350	1.294531	-9.845289	-64.824341
14555.773498	-137.356242	1.294470	-9.791578	-64.669312
14555.774466	-137.582072	1.294409	-9.818434	-64.873169
14555.775434	-137.313518	1.294360	-9.735426	-64.941528
14555.776402	-137.319621	1.294995	-9.815992	-64.865234
14555.777369	-137.374553	1.294763	-9.767164	-65.058716
14555.778337	-137.118205	1.295093	-9.811109	-64.475220
14555.779305	-137.075480	1.294958	-9.796461	-64.885986
14555.780273	-136.965617	1.295288	-9.825758	-64.843872
14555.781241	-137.026652	1.294861	-9.747633	-64.942139
14555.782209	-136.605510	1.295105	-9.845289	-64.616821
14555.783177	-136.568889	1.295056	-9.815992	-65.072144
14555.784145	-136.037883	1.294849	-9.693922	-64.878052
14555.785112	-136.159953	1.294763	-9.823316	-64.688843
14555.786080	-135.744914	1.294641	-9.920973	-65.032471
14555.787048	-135.317668	1.294751	-9.837965	-64.926270
14555.788016	-135.091838	1.294568	-9.825758	-64.982422
14555.788984	-134.542521	1.294275	-9.899000	-64.779785
14555.789952	-134.273967	1.294348	-9.940504	-64.964722
14555.790920	-133.883342	1.293774	-9.889234	-65.150879
14555.791888	-133.224162	1.293311	-9.891676	-64.974487
14555.792855	-132.876262	1.293567	-10.011305	-64.966553
14555.793823	-132.534465	1.293298	-9.930738	-64.756592
14555.794791	-131.881389	1.292664	-9.942945	-65.129517
14555.795759	-131.405314	1.292590	-10.082105	-65.077026
14555.796727	-130.703410	1.292615	-10.069898	-64.855469
14555.797695	-130.080852	1.292358	-10.055250	-65.150269
14555.798663	-129.122600	1.292224	-10.091871	-64.931152
14555.799631	-127.828654	1.292139	-10.089430	-65.251587
14555.800599	-126.376018	1.292395	-10.138258	-64.822510
14555.801566	-124.905070	1.292468	-10.118727	-64.990967
14555.802534	-123.446330	1.292810	-10.104078	-64.872559
14555.803502	-122.079143	1.292664	-10.182203	-65.044067
14555.804470	-120.925578	1.292798	-10.126051	-64.837769
14555.805438	-119.790324	1.293103	-10.206617	-65.117310
14555.806406	-118.905314	1.292786	-10.174879	-65.124634
14555.807374	-118.270549	1.293042	-10.218824	-65.069702
14555.808342	-117.446574	1.292468	-10.165113	-65.068481
14555.809309	-117.361125	1.292932	-10.206617	-64.943359
14555.809309	-117.696818	1.292566	-10.177320	-64.983032
14555.810286	-118.417033	1.292212	-10.294508	-65.095947
14555.811262	-119.393596	1.292297	-10.223707	-65.017212
14555.812238	-120.480021	1.292029	-10.323805	-64.960449
14555.813214	-121.792277	1.291064	-10.265211	-64.754761
14555.814190	-123.171672	1.291199	-10.306715	-65.228394
14555.815166	-124.654826	1.291040	-10.316480	-65.101440
14555.816142	-125.954875	1.290479	-10.270094	-64.880493
14555.817118	-127.541789	1.289954	-10.304273	-64.851807
14555.818094	-128.652629	1.289868	-10.375074	-64.912842
14555.819070	-129.916057	1.289417	-10.370191	-64.853027
14555.820046	-130.691203	1.289221	-10.379957	-64.703491
14555.821022	-131.387004	1.288831	-10.409254	-64.953125
14555.821998	-131.698283	1.288916	-10.436109	-65.103271
14555.822974	-132.113322	1.288623	-10.443434	-64.906128
14555.823950	-132.571086	1.288367	-10.543531	-64.783447
14555.824927	-133.083781	1.288367	-10.492262	-64.867676
