Wavelength	Intensity	Ocean Optics Flame
nm	counts
187.89	2.184E+1
188.27	-7.282E+1
188.64	5.583E+1
189.02	3.155E+1
189.40	3.155E+1
189.78	2.427E+0
190.15	1.214E+1
190.53	-8.010E+1
190.91	-4.854E+0
191.29	7.282E+0
191.66	-3.884E+1
192.04	-5.340E+1
192.42	7.524E+1
192.80	-6.068E+1
193.17	9.466E+1
193.55	0.000E+0
193.93	4.612E+1
194.30	3.155E+1
194.68	0.000E+0
195.06	-5.097E+1
195.44	5.825E+1
195.81	-5.340E+1
196.19	-4.854E+1
196.57	-4.854E+1
196.94	0.000E+0
197.32	-3.398E+1
197.70	-2.670E+1
198.07	-4.854E+0
198.45	0.000E+0
198.83	5.825E+1
199.20	1.214E+1
199.58	-3.398E+1
199.96	-1.699E+1
200.33	3.884E+1
200.71	-1.942E+1
201.09	6.068E+1
201.46	-6.068E+1
201.84	2.184E+1
202.22	1.942E+1
202.59	-7.282E+1
202.97	-8.738E+1
203.34	4.854E+1
203.72	6.554E+1
204.10	4.854E+0
204.47	4.126E+1
204.85	-9.709E+0
205.23	1.408E+2
205.60	5.340E+1
205.98	1.432E+2
206.35	-4.369E+1
206.73	-1.408E+2
207.11	-4.126E+1
207.48	4.612E+1
207.86	-4.369E+1
208.23	-3.155E+1
208.61	1.214E+1
208.98	7.282E+1
209.36	-1.456E+1
209.74	3.641E+1
210.11	2.427E+0
210.49	8.981E+1
210.86	1.214E+1
211.24	1.189E+2
211.61	1.262E+2
211.99	-8.495E+1
212.36	2.427E+1
212.74	8.010E+1
213.11	-5.097E+1
213.49	0.000E+0
213.87	3.641E+1
214.24	2.670E+1
214.62	-3.884E+1
214.99	2.913E+1
215.37	-1.942E+1
215.74	4.126E+1
216.12	-1.456E+2
216.49	-4.369E+1
216.87	-4.369E+1
217.24	-2.913E+1
217.62	-1.214E+1
217.99	-1.117E+2
218.37	7.282E+0
218.74	1.214E+1
219.11	-7.282E+1
219.49	9.709E+0
219.86	-1.432E+2
220.24	5.825E+1
220.61	-5.583E+1
220.99	-6.554E+1
221.36	2.427E+1
221.74	4.854E+0
222.11	-4.854E+0
222.49	3.884E+1
222.86	4.854E+1
223.23	2.427E+0
223.61	-4.126E+1
223.98	6.068E+1
224.36	1.942E+1
224.73	-2.427E+1
225.11	-2.184E+1
225.48	6.796E+1
225.85	7.282E+0
226.23	-2.913E+1
226.60	-4.126E+1
226.98	9.223E+1
227.35	9.709E+0
227.72	7.524E+1
228.10	4.854E+0
228.47	-4.854E+0
228.84	5.097E+1
229.22	7.767E+1
229.59	2.427E+1
229.97	1.699E+1
230.34	-2.427E+0
230.71	2.427E+1
231.09	-5.340E+1
231.46	7.282E+0
231.83	-7.039E+1
232.21	1.699E+1
232.58	-5.583E+1
232.95	7.282E+0
233.33	3.398E+1
233.70	6.796E+1
234.07	1.699E+1
234.45	2.670E+1
234.82	-7.282E+0
235.19	6.068E+1
235.57	9.709E+0
235.94	9.709E+0
236.31	-2.913E+1
236.69	1.456E+1
237.06	-2.913E+1
237.43	-6.311E+1
237.80	1.942E+1
238.18	8.253E+1
238.55	-7.039E+1
238.92	-1.942E+1
239.30	-2.184E+1
