Wavelength	Intensity	Ocean Optics Flame
nm	counts
187.89	4.612E+1
188.27	4.369E+1
188.64	-3.398E+1
189.02	1.214E+1
189.40	-7.282E+0
189.78	1.699E+1
190.15	-1.214E+1
190.53	-9.466E+1
190.91	4.369E+1
191.29	5.097E+1
191.66	2.427E+1
192.04	1.456E+1
192.42	-1.942E+1
192.80	-1.699E+1
193.17	-5.097E+1
193.55	2.184E+1
193.93	-2.184E+1
194.30	3.398E+1
194.68	-9.223E+1
195.06	-2.913E+1
195.44	4.854E+1
195.81	-2.427E+1
196.19	1.141E+2
196.57	2.670E+1
196.94	-3.884E+1
197.32	-1.456E+1
197.70	1.699E+1
198.07	-7.282E+0
198.45	3.884E+1
198.83	7.282E+1
199.20	3.641E+1
199.58	3.398E+1
199.96	-5.097E+1
200.33	-2.913E+1
200.71	1.214E+1
201.09	-1.214E+1
201.46	5.097E+1
201.84	2.184E+1
202.22	9.709E+1
202.59	4.612E+1
202.97	4.612E+1
203.34	5.097E+1
203.72	3.398E+1
204.10	-8.738E+1
204.47	-7.282E+0
204.85	-8.010E+1
205.23	-8.253E+1
205.60	5.097E+1
205.98	-1.165E+2
206.35	-6.068E+1
206.73	5.340E+1
207.11	4.612E+1
207.48	6.796E+1
207.86	1.019E+2
208.23	6.554E+1
208.61	3.155E+1
208.98	4.612E+1
209.36	-7.767E+1
209.74	3.641E+1
210.11	-1.117E+2
210.49	3.155E+1
210.86	-7.767E+1
211.24	-4.854E+0
211.61	2.670E+1
211.99	2.670E+1
212.36	-8.010E+1
212.74	6.311E+1
213.11	1.699E+1
213.49	-4.369E+1
213.87	-3.398E+1
214.24	-4.126E+1
214.62	9.466E+1
214.99	3.155E+1
215.37	1.699E+1
215.74	5.097E+1
216.12	-9.709E+0
216.49	-4.369E+1
216.87	-2.184E+1
217.24	-6.068E+1
217.62	1.699E+1
217.99	6.796E+1
218.37	4.612E+1
218.74	1.214E+1
219.11	-2.670E+1
219.49	-5.825E+1
219.86	2.427E+1
220.24	8.981E+1
220.61	-2.670E+1
220.99	2.670E+1
221.36	4.369E+1
221.74	5.583E+1
222.11	1.262E+2
222.49	3.398E+1
222.86	2.670E+1
223.23	-1.699E+1
223.61	-1.456E+1
223.98	1.456E+1
224.36	-7.282E+0
224.73	-4.126E+1
225.11	-7.767E+1
225.48	-5.097E+1
225.85	-1.214E+1
226.23	3.155E+1
226.60	5.825E+1
226.98	8.253E+1
227.35	7.524E+1
227.72	7.039E+1
228.10	-4.126E+1
228.47	3.398E+1
228.84	-6.068E+1
229.22	3.155E+1
229.59	7.039E+1
229.97	3.884E+1
230.34	2.670E+1
230.71	1.553E+2
231.09	2.427E+1
231.46	1.286E+2
231.83	-2.913E+1
232.21	3.155E+1
232.58	1.456E+1
232.95	5.583E+1
233.33	-5.340E+1
233.70	1.942E+1
234.07	3.398E+1
234.45	1.432E+2
234.82	1.699E+1
235.19	-4.612E+1
235.57	0.000E+0
235.94	6.068E+1
236.31	-1.699E+1
236.69	-2.427E+0
237.06	3.398E+1
237.43	1.942E+1
237.80	2.184E+1
238.18	4.126E+1
238.55	1.456E+1
238.92	3.155E+1
239.30	-5.340E+1
239.67	5.340E+1
240.04	8.738E+1
240.41	-1.044E+2
240.79	2.427E+0
241.16	3.641E+1
241.53	-3.641E+1
241.90	-9.223E+1
242.28	-8.010E+1
242.65	6.554E+1
243.02	6.068E+1
243.39	2.427E+0
243.77	-7.282E+0
244.14	1.942E+1
244.51	-4.854E+0
244.88	2.427E+0
245.25	-2.427E+0
245.63	-1.214E+1
246.00	1.942E+1
246.37	5.583E+1
246.74	6.311E+1
