Wavelength	Intensity	Ocean Optics Flame
nm	counts
187.89	1.214E+2
188.27	3.884E+1
188.64	4.126E+1
189.02	1.942E+1
189.40	-7.039E+1
189.78	-2.184E+1
190.15	-1.942E+1
190.53	-1.117E+2
190.91	1.311E+2
191.29	-8.010E+1
191.66	1.942E+1
192.04	2.427E+1
192.42	-7.039E+1
192.80	-3.641E+1
193.17	7.282E+0
193.55	2.913E+1
193.93	1.214E+1
194.30	3.641E+1
194.68	6.554E+1
195.06	9.709E+1
195.44	-3.884E+1
195.81	-5.340E+1
196.19	4.612E+1
196.57	-7.524E+1
196.94	-3.398E+1
197.32	-5.340E+1
197.70	-4.126E+1
198.07	-8.738E+1
198.45	4.854E+1
198.83	-3.641E+1
199.20	-7.282E+0
199.58	8.010E+1
199.96	4.369E+1
200.33	3.884E+1
200.71	-1.942E+1
201.09	-1.214E+1
201.46	6.554E+1
201.84	-3.155E+1
202.22	5.340E+1
202.59	-4.369E+1
202.97	3.641E+1
203.34	-1.699E+1
203.72	8.495E+1
204.10	-1.214E+1
204.47	7.282E+0
204.85	3.155E+1
205.23	2.913E+1
205.60	1.432E+2
205.98	6.311E+1
206.35	4.369E+1
206.73	6.311E+1
207.11	6.311E+1
207.48	-4.126E+1
207.86	7.039E+1
208.23	4.126E+1
208.61	-2.427E+0
208.98	1.189E+2
209.36	2.670E+1
209.74	8.981E+1
210.11	-5.097E+1
210.49	-5.097E+1
210.86	1.699E+1
211.24	-9.709E+1
211.61	3.155E+1
211.99	4.612E+1
212.36	-8.253E+1
212.74	5.825E+1
213.11	-1.456E+1
213.49	-1.214E+1
213.87	1.456E+1
214.24	-2.427E+0
214.62	-1.456E+1
214.99	-2.184E+1
215.37	1.942E+1
215.74	8.010E+1
216.12	1.214E+1
216.49	1.044E+2
216.87	5.825E+1
217.24	-9.709E+0
217.62	6.311E+1
217.99	5.825E+1
218.37	9.709E+0
218.74	2.913E+1
219.11	-6.311E+1
219.49	8.495E+1
219.86	-2.427E+1
220.24	3.884E+1
220.61	2.427E+1
220.99	5.583E+1
221.36	7.039E+1
221.74	7.282E+0
222.11	4.854E+0
222.49	4.126E+1
222.86	-2.670E+1
223.23	8.495E+1
223.61	-4.126E+1
223.98	-1.214E+1
224.36	8.738E+1
224.73	8.495E+1
225.11	-7.282E+0
225.48	1.214E+1
225.85	-5.583E+1
226.23	1.942E+1
226.60	-6.796E+1
226.98	1.456E+1
227.35	1.456E+1
227.72	7.039E+1
228.10	-4.369E+1
228.47	5.340E+1
228.84	1.432E+2
229.22	8.010E+1
229.59	7.039E+1
229.97	1.529E+2
230.34	7.039E+1
230.71	-2.427E+1
231.09	9.709E+0
231.46	9.952E+1
231.83	4.369E+1
232.21	6.796E+1
232.58	1.214E+1
232.95	8.253E+1
233.33	-4.369E+1
233.70	1.044E+2
234.07	1.117E+2
234.45	3.641E+1
234.82	-7.039E+1
235.19	-9.952E+1
235.57	8.253E+1
