Wavelength	Intensity	Ocean Optics Flame
nm	counts
187.89	4.369E+1
188.27	-1.068E+2
188.64	1.651E+2
189.02	-2.913E+1
189.40	-9.709E+0
189.78	-8.010E+1
190.15	3.884E+1
190.53	1.165E+2
190.91	1.699E+2
191.29	-1.456E+1
191.66	2.427E+0
192.04	-4.854E+0
192.42	1.117E+2
192.80	-4.126E+1
193.17	3.641E+1
193.55	8.738E+1
193.93	-1.214E+1
194.30	-1.699E+1
194.68	1.942E+1
195.06	8.010E+1
195.44	8.738E+1
195.81	-7.039E+1
196.19	1.699E+1
196.57	8.738E+1
196.94	-2.670E+1
197.32	7.282E+1
197.70	-9.709E+0
198.07	9.466E+1
198.45	-9.709E+0
198.83	9.709E+0
199.20	6.554E+1
199.58	3.398E+1
199.96	1.214E+1
200.33	2.913E+1
200.71	2.913E+1
201.09	0.000E+0
201.46	-2.184E+1
201.84	-4.854E+0
202.22	-6.311E+1
202.59	-2.913E+1
202.97	4.854E+1
203.34	-4.854E+1
203.72	-2.184E+1
204.10	7.282E+0
204.47	3.884E+1
204.85	-9.709E+0
205.23	-6.796E+1
205.60	-7.282E+0
205.98	3.884E+1
206.35	5.340E+1
206.73	-6.311E+1
207.11	-2.913E+1
207.48	4.854E+0
207.86	-4.854E+0
208.23	2.184E+1
208.61	-2.184E+1
208.98	8.253E+1
209.36	2.670E+1
209.74	7.524E+1
210.11	-4.854E+0
210.49	-4.854E+0
210.86	1.384E+2
211.24	2.427E+1
211.61	-1.456E+1
211.99	-1.699E+1
212.36	-2.184E+1
212.74	-1.942E+1
213.11	1.214E+1
213.49	7.039E+1
213.87	-3.155E+1
214.24	8.738E+1
214.62	3.398E+1
214.99	7.039E+1
215.37	1.942E+1
215.74	-1.942E+1
216.12	3.884E+1
216.49	-1.214E+1
216.87	1.699E+1
217.24	1.942E+1
217.62	-1.942E+1
217.99	-3.884E+1
218.37	6.796E+1
218.74	5.097E+1
219.11	-9.709E+0
219.49	4.854E+1
