Wavelength	Intensity	Ocean Optics Flame
nm	counts
187.89	4.854E+1
188.27	4.854E+0
188.64	-1.019E+2
189.02	-3.398E+1
189.40	6.068E+1
189.78	-5.340E+1
190.15	3.641E+1
190.53	-8.010E+1
190.91	8.495E+1
191.29	1.456E+1
191.66	-1.214E+1
192.04	5.825E+1
192.42	8.010E+1
192.80	1.942E+1
193.17	7.524E+1
193.55	-1.238E+2
193.93	-8.738E+1
194.30	7.282E+0
194.68	-7.282E+1
195.06	-4.612E+1
195.44	4.854E+1
195.81	1.408E+2
196.19	-3.884E+1
196.57	-1.214E+1
196.94	7.282E+0
197.32	-1.456E+1
197.70	8.981E+1
198.07	9.709E+0
198.45	-7.282E+0
198.83	-4.854E+0
199.20	-7.524E+1
199.58	-4.126E+1
199.96	1.942E+1
200.33	-2.670E+1
200.71	4.126E+1
201.09	-1.214E+1
201.46	-8.495E+1
201.84	1.456E+1
202.22	-5.825E+1
202.59	6.311E+1
202.97	4.612E+1
203.34	1.699E+1
203.72	1.699E+1
204.10	3.884E+1
204.47	2.427E+0
204.85	3.641E+1
205.23	-2.670E+1
205.60	-4.369E+1
205.98	-4.854E+1
206.35	1.578E+2
206.73	-2.427E+0
207.11	-4.126E+1
207.48	4.612E+1
207.86	-1.068E+2
208.23	7.282E+1
208.61	4.369E+1
208.98	8.253E+1
209.36	2.670E+1
209.74	6.311E+1
210.11	2.427E+0
210.49	1.092E+2
210.86	-8.495E+1
211.24	2.670E+1
211.61	-9.466E+1
211.99	3.641E+1
212.36	2.670E+1
212.74	4.854E+1
213.11	1.214E+2
213.49	8.010E+1
213.87	1.699E+1
214.24	2.184E+1
214.62	7.282E+1
214.99	2.184E+1
215.37	1.214E+1
215.74	1.456E+1
216.12	-7.282E+0
216.49	2.427E+0
216.87	2.670E+1
217.24	-4.369E+1
217.62	7.039E+1
217.99	-2.913E+1
218.37	-5.097E+1
218.74	1.359E+2
219.11	-1.699E+1
219.49	-1.456E+1
219.86	-2.913E+1
220.24	1.456E+1
220.61	4.854E+0
220.99	-1.214E+1
221.36	2.015E+2
221.74	9.709E+0
222.11	4.126E+1
222.49	1.286E+2
222.86	-7.282E+0
223.23	-4.854E+0
223.61	2.427E+1
223.98	9.709E+0
224.36	1.019E+2
224.73	-3.398E+1
225.11	-2.670E+1
225.48	4.126E+1
225.85	-1.456E+1
226.23	1.699E+1
226.60	1.699E+1
226.98	-2.427E+0
227.35	5.097E+1
227.72	1.214E+1
228.10	4.854E+1
228.47	1.699E+1
228.84	7.767E+1
229.22	5.583E+1
229.59	-4.612E+1
229.97	-1.311E+2
230.34	1.019E+2
230.71	8.738E+1
231.09	8.495E+1
231.46	4.612E+1
231.83	-1.529E+2
232.21	3.641E+1
232.58	4.854E+1
232.95	1.456E+2
233.33	8.495E+1
233.70	-1.699E+1
234.07	8.738E+1
234.45	4.854E+0
234.82	1.262E+2
235.19	3.641E+1
235.57	-7.282E+1
235.94	9.709E+0
236.31	-5.583E+1
236.69	-5.340E+1
237.06	7.282E+0
237.43	7.039E+1
237.80	-1.456E+1
238.18	4.854E+0
238.55	2.184E+1
238.92	-3.155E+1
239.30	6.068E+1
239.67	3.155E+1
240.04	-7.039E+1
240.41	5.825E+1
240.79	-7.282E+0
241.16	8.981E+1
241.53	-4.854E+0
241.90	-4.126E+1
242.28	5.825E+1
242.65	1.578E+2
243.02	-5.097E+1
243.39	4.612E+1
243.77	2.913E+1
244.14	8.738E+1
244.51	-3.398E+1
244.88	3.884E+1
245.25	4.126E+1
245.63	5.340E+1
246.00	8.738E+1
246.37	1.699E+1
246.74	-2.427E+1
247.11	4.126E+1
247.49	7.039E+1
247.86	5.825E+1
248.23	7.767E+1
248.60	-7.524E+1
248.97	1.117E+2
249.35	3.884E+1
249.72	6.311E+1
250.09	-7.282E+1
250.46	-7.282E+0
250.83	4.126E+1
251.20	-9.709E+0
251.58	3.641E+1
251.95	-2.670E+1
252.32	-4.126E+1
252.69	7.039E+1
253.06	8.738E+1
253.43	-2.670E+1
253.80	5.825E+1
254.17	1.845E+2
254.55	9.223E+1
254.92	4.854E+1
255.29	-7.524E+1
255.66	-6.796E+1
256.03	2.427E+1
256.40	5.097E+1
256.77	-2.427E+1
257.14	2.427E+1
257.51	1.942E+1
257.88	4.126E+1
258.26	-1.942E+1
258.63	8.495E+1
259.00	2.427E+0
259.37	-7.282E+1
259.74	-3.884E+1
260.11	4.369E+1
260.48	4.612E+1
260.85	1.456E+1
261.22	-6.554E+1
261.59	-5.340E+1
261.96	-2.184E+1
262.33	9.709E+0
262.70	-6.068E+1
263.07	-2.913E+1
263.44	2.184E+1
263.81	2.427E+1
264.18	4.854E+0
264.55	1.942E+1
264.92	-3.398E+1
265.29	2.039E+2
265.66	-4.126E+1
266.03	8.010E+1
266.40	8.253E+1
266.77	-4.612E+1
267.14	1.942E+1
267.51	-4.854E+0
267.88	-7.524E+1
268.25	1.189E+2
268.62	-5.583E+1
268.99	2.427E+1
269.36	8.010E+1
269.73	-1.529E+2
270.10	8.010E+1
270.47	-1.044E+2
270.84	2.184E+1
271.21	8.010E+1
271.58	9.952E+1
271.95	3.641E+1
272.32	4.854E+0
272.69	-5.583E+1
273.06	1.942E+1
273.43	1.019E+2
273.80	-8.010E+1
274.17	1.044E+2
274.53	4.369E+1
274.90	1.214E+2
275.27	8.981E+1
275.64	-4.854E+1
276.01	-9.709E+0
276.38	7.039E+1
276.75	2.427E+0
277.12	-3.641E+1
277.49	-3.884E+1
277.86	7.767E+1
278.22	1.214E+1
278.59	4.854E+0
278.96	0.000E+0
279.33	8.253E+1
279.70	3.884E+1
280.07	-3.884E+1
280.44	-2.427E+0
280.80	-9.709E+0
281.17	5.097E+1
281.54	2.913E+1
281.91	0.000E+0
282.28	-1.699E+1
282.65	-2.913E+1
283.02	-1.141E+2
283.38	8.253E+1
283.75	-4.854E+0
284.12	5.340E+1
284.49	1.942E+1
284.86	-8.981E+1
285.22	6.068E+1
285.59	5.097E+1
285.96	-3.641E+1
286.33	5.825E+1
286.70	3.398E+1
287.06	1.553E+2
287.43	1.214E+1
287.80	-4.369E+1
288.17	1.262E+2
288.53	-2.184E+1
288.90	9.709E+0
289.27	-5.097E+1
289.64	7.039E+1
290.01	-9.709E+0
290.37	-1.456E+1
290.74	1.942E+1
291.11	5.583E+1
291.48	-2.184E+1
291.84	2.427E+1
292.21	2.670E+1
292.58	8.253E+1
292.94	4.612E+1
293.31	-3.155E+1
293.68	2.184E+1
294.05	1.262E+2
294.41	5.097E+1
294.78	-7.282E+0
295.15	-6.554E+1
295.51	-8.495E+1
295.88	6.796E+1
296.25	0.000E+0
296.61	-4.854E+0
296.98	2.427E+1
297.35	-4.612E+1
297.72	2.427E+1
298.08	-2.913E+1
298.45	2.670E+1
298.82	4.126E+1
299.18	-3.641E+1
299.55	6.554E+1
299.91	3.398E+1
300.28	4.369E+1
300.65	-3.641E+1
301.01	-7.282E+0
301.38	2.427E+1
301.75	-4.126E+1
302.11	-2.670E+1
302.48	1.019E+2
302.85	6.311E+1
303.21	-1.214E+1
303.58	1.117E+2
303.94	-2.670E+1
304.31	9.466E+1
304.68	2.670E+1
305.04	2.427E+1
305.41	6.554E+1
305.77	-6.796E+1
306.14	-8.253E+1
306.51	3.398E+1
306.87	-2.184E+1
307.24	-1.384E+2
307.60	-1.942E+1
307.97	6.554E+1
308.33	2.184E+1
308.70	1.942E+1
309.07	-1.189E+2
309.43	5.825E+1
309.80	9.709E+1
310.16	9.223E+1
310.53	1.942E+1
310.89	7.282E+0
311.26	-2.427E+1
311.62	2.913E+1
311.99	5.097E+1
312.35	-5.825E+1
312.72	3.641E+1
313.08	3.155E+1
313.45	-5.340E+1
313.81	7.282E+0
314.18	5.825E+1
314.54	3.155E+1
314.91	-2.184E+1
315.27	1.286E+2
315.64	5.340E+1
316.00	-4.854E+1
316.37	5.340E+1
316.73	8.738E+1
317.10	-2.427E+1
317.46	-3.641E+1
317.83	2.913E+1
318.19	3.641E+1
318.56	2.913E+1
318.92	4.126E+1
319.28	6.796E+1
319.65	3.884E+1
320.01	-2.913E+1
320.38	4.369E+1
320.74	3.155E+1
321.11	8.738E+1
321.47	4.369E+1
321.83	3.398E+1
322.20	-2.184E+1
322.56	2.184E+1
322.93	0.000E+0
323.29	-2.427E+0
323.66	5.583E+1
324.02	1.044E+2
324.38	-2.427E+0
324.75	9.223E+1
325.11	5.340E+1
325.47	2.670E+1
325.84	-9.709E+0
326.20	6.554E+1
326.57	7.524E+1
326.93	5.097E+1
327.29	5.097E+1
327.66	-1.942E+1
328.02	5.583E+1
328.38	-6.311E+1
328.75	3.155E+1
329.11	6.796E+1
329.47	7.767E+1
329.84	-3.641E+1
330.20	7.282E+0
330.56	8.010E+1
330.93	-5.340E+1
331.29	4.854E+0
331.65	0.000E+0
332.02	-1.214E+1
332.38	-1.456E+1
332.74	3.641E+1
333.10	8.495E+1
333.47	5.825E+1
333.83	1.019E+2
334.19	1.529E+2
334.56	4.854E+0
334.92	1.238E+2
335.28	3.398E+1
335.64	-3.641E+1
336.01	-5.825E+1
336.37	4.126E+1
336.73	-2.427E+0
337.09	4.126E+1
337.46	4.854E+0
337.82	4.854E+0
338.18	2.427E+0
338.54	2.670E+1
338.91	4.126E+1
339.27	1.044E+2
339.63	-5.097E+1
339.99	-1.214E+1
340.36	-8.738E+1
340.72	-4.612E+1
341.08	-4.854E+0
341.44	3.398E+1
341.80	5.097E+1
342.17	-1.456E+1
342.53	-3.398E+1
342.89	3.155E+1
343.25	1.189E+2
343.61	8.981E+1
