Wavelength	Intensity	Ocean Optics Flame
nm	counts
187.89	-1.456E+1
188.27	1.942E+1
188.64	1.942E+1
189.02	6.796E+1
189.40	1.529E+2
189.78	-6.554E+1
190.15	-4.854E+1
190.53	-1.942E+1
190.91	2.913E+1
191.29	-5.583E+1
191.66	1.699E+1
192.04	4.854E+1
192.42	-9.709E+0
192.80	1.456E+1
193.17	5.340E+1
193.55	7.767E+1
193.93	2.427E+1
194.30	-9.709E+0
194.68	8.010E+1
195.06	-1.699E+1
195.44	-2.913E+1
195.81	3.155E+1
196.19	-2.427E+1
196.57	1.141E+2
196.94	1.311E+2
197.32	-2.427E+1
197.70	-1.699E+1
198.07	8.495E+1
198.45	0.000E+0
198.83	-5.097E+1
199.20	-8.010E+1
199.58	-3.641E+1
199.96	7.282E+0
200.33	-2.913E+1
200.71	4.126E+1
201.09	8.010E+1
201.46	2.427E+1
201.84	5.825E+1
202.22	9.709E+0
202.59	5.340E+1
202.97	-1.699E+1
203.34	-2.670E+1
203.72	0.000E+0
204.10	9.709E+0
204.47	2.184E+1
204.85	4.612E+1
205.23	8.010E+1
205.60	-4.854E+1
205.98	6.311E+1
206.35	7.282E+0
206.73	2.427E+1
207.11	3.884E+1
207.48	9.709E+0
207.86	-4.126E+1
208.23	-4.854E+0
208.61	1.141E+2
208.98	-3.884E+1
209.36	7.282E+1
209.74	-3.398E+1
210.11	-7.282E+0
210.49	-3.155E+1
210.86	-2.913E+1
211.24	-5.583E+1
211.61	3.641E+1
211.99	-7.282E+1
212.36	-2.670E+1
212.74	1.942E+1
213.11	-2.184E+1
213.49	2.427E+0
213.87	1.189E+2
214.24	4.126E+1
214.62	-9.709E+0
214.99	1.456E+1
215.37	3.398E+1
215.74	-2.184E+1
216.12	-4.612E+1
216.49	-4.854E+0
216.87	5.583E+1
217.24	1.699E+1
217.62	-3.884E+1
217.99	3.155E+1
218.37	-2.670E+1
218.74	-2.670E+1
219.11	2.427E+1
219.49	-1.456E+1
219.86	0.000E+0
220.24	6.311E+1
220.61	8.738E+1
220.99	3.641E+1
221.36	1.335E+2
221.74	-5.340E+1
