/* F3 - Waermeleitung in Kristallen - HZB - Hanjo Ryll, Bastian Klemke
/* Spannung am Agilent 6.667000E+0 V
/* Pulszeit am Agilent 8.000000E-1 s
/* t [s]   R1 [Ohm]  R2 [Ohm] 
-1.000000E+1     5.311128E+1     5.191578E+1
-9.973121E+0     5.311128E+1     5.191524E+1
-9.941741E+0     5.311364E+1     5.191524E+1
-9.911744E+0     5.311721E+1     5.191582E+1
-9.881071E+0     5.311386E+1     5.191582E+1
-9.853272E+0     5.311321E+1     5.191669E+1
-9.823282E+0     5.311260E+1     5.191669E+1
-9.801061E+0     5.311506E+1     5.191532E+1
-9.777572E+0     5.311340E+1     5.191370E+1
-9.755585E+0     5.311340E+1     5.191479E+1
-9.731762E+0     5.311142E+1     5.191701E+1
-9.707134E+0     5.311084E+1     5.191690E+1
-9.684115E+0     5.311306E+1     5.191690E+1
-9.656826E+0     5.311472E+1     5.191578E+1
-9.633510E+0     5.311610E+1     5.191440E+1
-9.610691E+0     5.311202E+1     5.191361E+1
-9.583081E+0     5.311374E+1     5.191487E+1
-9.559883E+0     5.311518E+1     5.191714E+1
-9.537076E+0     5.311518E+1     5.191714E+1
-9.510530E+0     5.311409E+1     5.191579E+1
-9.486803E+0     5.311163E+1     5.191649E+1
-9.454054E+0     5.311249E+1     5.191403E+1
-9.428857E+0     5.311251E+1     5.191663E+1
-9.395636E+0     5.311266E+1     5.191663E+1
-9.367879E+0     5.311349E+1     5.191946E+1
-9.340825E+0     5.311042E+1     5.191514E+1
-9.308816E+0     5.311042E+1     5.191431E+1
-9.285220E+0     5.311178E+1     5.191539E+1
-9.262638E+0     5.311016E+1     5.191446E+1
-9.236145E+0     5.311339E+1     5.191446E+1
-9.211737E+0     5.311336E+1     5.191584E+1
-9.177247E+0     5.311056E+1     5.191219E+1
-9.150784E+0     5.311093E+1     5.191545E+1
-9.123463E+0     5.311193E+1     5.191330E+1
-9.091800E+0     5.311193E+1     5.191614E+1
-9.065763E+0     5.311472E+1     5.191614E+1
-9.036668E+0     5.311489E+1     5.191524E+1
-9.013464E+0     5.311075E+1     5.191425E+1
-8.987740E+0     5.311325E+1     5.191646E+1
-8.965644E+0     5.311595E+1     5.191757E+1
-8.942952E+0     5.311366E+1     5.191596E+1
-8.917963E+0     5.311709E+1     5.191596E+1
-8.894109E+0     5.311177E+1     5.191750E+1
-8.869460E+0     5.311177E+1     5.191953E+1
-8.841133E+0     5.311211E+1     5.192031E+1
-8.812987E+0     5.311743E+1     5.191450E+1
-8.784073E+0     5.311143E+1     5.191365E+1
-8.756044E+0     5.311203E+1     5.191365E+1
-8.725591E+0     5.311465E+1     5.191240E+1
-8.695534E+0     5.311465E+1     5.191590E+1
-8.665158E+0     5.310934E+1     5.191389E+1
-8.633570E+0     5.310934E+1     5.191502E+1
-8.606433E+0     5.310976E+1     5.191502E+1
-8.583085E+0     5.311300E+1     5.191492E+1
-8.548735E+0     5.311070E+1     5.191825E+1
-8.521774E+0     5.311472E+1     5.191419E+1
-8.494984E+0     5.311158E+1     5.191660E+1
-8.467032E+0     5.311249E+1     5.191380E+1
-8.434237E+0     5.311228E+1     5.191380E+1
-8.410198E+0     5.311228E+1     5.191452E+1
-8.377684E+0     5.311252E+1     5.191520E+1
-8.342802E+0     5.311216E+1     5.191702E+1
-8.317881E+0     5.311021E+1     5.191269E+1
-8.291708E+0     5.310961E+1     5.191099E+1
-8.258680E+0     5.310903E+1     5.191212E+1
-8.226796E+0     5.310865E+1     5.190991E+1
-8.193698E+0     5.310865E+1     5.191484E+1
-8.170720E+0     5.311150E+1     5.191495E+1
-8.142604E+0     5.311124E+1     5.191287E+1
-8.117756E+0     5.311308E+1     5.191287E+1
-8.095105E+0     5.311050E+1     5.191332E+1
-8.071789E+0     5.311157E+1     5.191503E+1
-8.042824E+0     5.310980E+1     5.191372E+1
-8.021112E+0     5.311145E+1     5.191542E+1
-7.985333E+0     5.311386E+1     5.191399E+1
-7.959644E+0     5.311200E+1     5.191399E+1
-7.927427E+0     5.310899E+1     5.191738E+1
-7.902110E+0     5.311490E+1     5.191477E+1
-7.874967E+0     5.311251E+1     5.191110E+1
-7.841702E+0     5.310946E+1     5.191227E+1
-7.811716E+0     5.310847E+1     5.191227E+1
-7.782692E+0     5.311020E+1     5.191227E+1
-7.755521E+0     5.311020E+1     5.191207E+1
-7.730420E+0     5.311519E+1     5.191611E+1
-7.705489E+0     5.311502E+1     5.191914E+1
-7.674629E+0     5.311546E+1     5.191563E+1
-7.650120E+0     5.311508E+1     5.191639E+1
-7.619485E+0     5.311080E+1     5.191037E+1
-7.587059E+0     5.311154E+1     5.191422E+1
-7.560447E+0     5.311312E+1     5.191735E+1
-7.532757E+0     5.311364E+1     5.191573E+1
-7.505110E+0     5.311364E+1     5.191394E+1
-7.472063E+0     5.310929E+1     5.191394E+1
-7.445040E+0     5.311435E+1     5.191415E+1
-7.418772E+0     5.310965E+1     5.191223E+1
-7.390541E+0     5.311183E+1     5.191349E+1
-7.364887E+0     5.311280E+1     5.191474E+1
-7.341716E+0     5.311273E+1     5.191576E+1
-7.313090E+0     5.311179E+1     5.191576E+1
-7.290703E+0     5.311179E+1     5.191428E+1
