/* F3 - Waermeleitung in Kristallen - HZB - Hanjo Ryll, Bastian Klemke
/* Spannung am Agilent 6.667000E+0 V
/* Pulszeit am Agilent 1.000000E-2 s
/* t [s]   R1 [Ohm]  R2 [Ohm] 
-1.000000E+0     1.881962E+2     1.604067E+2
-9.675722E-1     1.881916E+2     1.603997E+2
-9.415870E-1     1.881642E+2     1.603731E+2
-9.122705E-1     1.881779E+2     1.603993E+2
-8.801107E-1     1.881871E+2     1.603993E+2
-8.506584E-1     1.881910E+2     1.603946E+2
-8.144050E-1     1.881744E+2     1.603946E+2
-7.886386E-1     1.881744E+2     1.603889E+2
-7.633152E-1     1.881816E+2     1.604086E+2
-7.340040E-1     1.882018E+2     1.603966E+2
-7.020264E-1     1.881897E+2     1.603966E+2
-6.701074E-1     1.881721E+2     1.603966E+2
-6.446729E-1     1.881950E+2     1.603898E+2
-6.189423E-1     1.881768E+2     1.603827E+2
-5.956693E-1     1.881908E+2     1.603995E+2
-5.647125E-1     1.881908E+2     1.603892E+2
-5.269604E-1     1.881925E+2     1.603892E+2
-5.004010E-1     1.881918E+2     1.603892E+2
-4.691048E-1     1.881981E+2     1.604072E+2
-4.372730E-1     1.881960E+2     1.604064E+2
-4.103799E-1     1.882061E+2     1.603951E+2
-3.816991E-1     1.881871E+2     1.604012E+2
-3.517098E-1     1.881964E+2     1.604012E+2
-3.247151E-1     1.881894E+2     1.603977E+2
-2.913761E-1     1.882022E+2     1.603940E+2
-2.642817E-1     1.881749E+2     1.603928E+2
-2.333484E-1     1.881748E+2     1.603770E+2
-2.085195E-1     1.881731E+2     1.603750E+2
-1.764030E-1     1.882002E+2     1.603982E+2
-1.363759E-1     1.882040E+2     1.603961E+2
-1.063285E-1     1.882040E+2     1.603996E+2
-7.442904E-2     1.881853E+2     1.603967E+2
-4.373693E-2     1.881924E+2     1.603980E+2
-1.831770E-2     1.882006E+2     1.603980E+2
1.229334E-2     1.881762E+2     1.604058E+2
0.000000E+0     1.881766E+2     1.603869E+2
2.304745E-2     1.881481E+2     1.602154E+2
5.711174E-2     1.878580E+2     1.599213E+2
8.612442E-2     1.876623E+2     1.599213E+2
1.167555E-1     1.876254E+2     1.599213E+2
1.441879E-1     1.876707E+2     1.599193E+2
1.666741E-1     1.877037E+2     1.600165E+2
1.910763E-1     1.877560E+2     1.600532E+2
2.149529E-1     1.878076E+2     1.601008E+2
2.389407E-1     1.878283E+2     1.601141E+2
2.631245E-1     1.878666E+2     1.601141E+2
2.861581E-1     1.878666E+2     1.601458E+2
3.110228E-1     1.878838E+2     1.601736E+2
3.400574E-1     1.879019E+2     1.601922E+2
3.632927E-1     1.879485E+2     1.602186E+2
3.867311E-1     1.879616E+2     1.602212E+2
4.129949E-1     1.879599E+2     1.602212E+2
4.356389E-1     1.879689E+2     1.602238E+2
4.620147E-1     1.879827E+2     1.602672E+2
4.925623E-1     1.880216E+2     1.602750E+2
5.167379E-1     1.880216E+2     1.602858E+2
5.478764E-1     1.880219E+2     1.603187E+2
5.769172E-1     1.880794E+2     1.603187E+2
6.073756E-1     1.880809E+2     1.603218E+2
6.370287E-1     1.881120E+2     1.603426E+2
6.644187E-1     1.881127E+2     1.603534E+2
6.913123E-1     1.881392E+2     1.603781E+2
7.158170E-1     1.881139E+2     1.603526E+2
7.397151E-1     1.881139E+2     1.603526E+2
7.634664E-1     1.881068E+2     1.603256E+2
7.867050E-1     1.881114E+2     1.603622E+2
8.152685E-1     1.881298E+2     1.603643E+2
8.382764E-1     1.881277E+2     1.603654E+2
8.610721E-1     1.881205E+2     1.603459E+2
8.881164E-1     1.881021E+2     1.603459E+2
9.120750E-1     1.881068E+2     1.603351E+2
9.440069E-1     1.881406E+2     1.603655E+2
9.701586E-1     1.881406E+2     1.603759E+2
1.005251E+0     1.881561E+2     1.603897E+2
1.036765E+0     1.881636E+2     1.603897E+2
1.067438E+0     1.881627E+2     1.603858E+2
1.110067E+0     1.881552E+2     1.603823E+2
1.136846E+0     1.881618E+2     1.603959E+2
1.160739E+0     1.881800E+2     1.603944E+2
1.186077E+0     1.881800E+2     1.603873E+2
1.218098E+0     1.881613E+2     1.603810E+2
1.259074E+0     1.881508E+2     1.603810E+2
1.285353E+0     1.881599E+2     1.603824E+2
1.312342E+0     1.881889E+2     1.604039E+2
1.340247E+0     1.881693E+2     1.603893E+2
1.369978E+0     1.881528E+2     1.603773E+2
1.398076E+0     1.881565E+2     1.603773E+2
1.426739E+0     1.881686E+2     1.603923E+2
1.461277E+0     1.881718E+2     1.603920E+2
1.484104E+0     1.881763E+2     1.604052E+2
1.513022E+0     1.881935E+2     1.604064E+2
1.536744E+0     1.881863E+2     1.604064E+2
1.559271E+0     1.881680E+2     1.603848E+2
1.585829E+0     1.881789E+2     1.604022E+2
1.615829E+0     1.881871E+2     1.603960E+2
1.640083E+0     1.881871E+2     1.604080E+2
1.669721E+0     1.881782E+2     1.603999E+2
1.697488E+0     1.881858E+2     1.603999E+2
1.729070E+0     1.881614E+2     1.603820E+2
1.761320E+0     1.881760E+2     1.603905E+2
1.792872E+0     1.881760E+2     1.603905E+2
1.818177E+0     1.881967E+2     1.604079E+2
1.850053E+0     1.881781E+2     1.603983E+2
1.874475E+0     1.881892E+2     1.603814E+2
1.918477E+0     1.881851E+2     1.604138E+2
1.958177E+0     1.881629E+2     1.603841E+2
1.985041E+0     1.881794E+2     1.603979E+2
2.008007E+0     1.881674E+2     1.603869E+2
