/* F3 - Waermeleitung in Kristallen - HZB - Hanjo Ryll, Bastian Klemke
/* Spannung am Agilent 6.667000E+0 V
/* Pulszeit am Agilent 1.000000E-2 s
/* t [s]   R1 [Ohm]  R2 [Ohm] 
-1.000000E+0     1.881842E+2     1.603888E+2
-9.687104E-1     1.882034E+2     1.604024E+2
-9.340587E-1     1.881948E+2     1.604024E+2
-9.077902E-1     1.882009E+2     1.604042E+2
-8.807850E-1     1.882051E+2     1.604004E+2
-8.507428E-1     1.882008E+2     1.604044E+2
-8.223834E-1     1.882062E+2     1.604113E+2
-7.875047E-1     1.881971E+2     1.603932E+2
-7.585268E-1     1.881971E+2     1.603675E+2
-7.286668E-1     1.881865E+2     1.603778E+2
-7.014961E-1     1.881714E+2     1.604093E+2
-6.730747E-1     1.882036E+2     1.604093E+2
-6.352773E-1     1.882103E+2     1.604016E+2
-6.018209E-1     1.882023E+2     1.604031E+2
-5.776987E-1     1.882165E+2     1.604147E+2
-5.497727E-1     1.881949E+2     1.603948E+2
-5.197678E-1     1.881949E+2     1.603854E+2
-4.836788E-1     1.881725E+2     1.603843E+2
-4.572659E-1     1.881771E+2     1.603813E+2
-4.321108E-1     1.881891E+2     1.603940E+2
-4.029298E-1     1.881853E+2     1.603827E+2
-3.725567E-1     1.881754E+2     1.603919E+2
-3.445578E-1     1.881933E+2     1.604051E+2
-3.135376E-1     1.882065E+2     1.603812E+2
-2.847276E-1     1.881941E+2     1.603860E+2
-2.508497E-1     1.881756E+2     1.603709E+2
-2.266669E-1     1.881746E+2     1.603819E+2
-2.050204E-1     1.881855E+2     1.603819E+2
-1.817231E-1     1.881707E+2     1.603819E+2
-1.540542E-1     1.881968E+2     1.603957E+2
-1.240082E-1     1.881748E+2     1.604001E+2
-8.307838E-2     1.881917E+2     1.603917E+2
-5.649614E-2     1.881911E+2     1.603917E+2
-3.320360E-2     1.881720E+2     1.603766E+2
-5.574226E-3     1.881970E+2     1.603980E+2
1.786757E-2     1.881901E+2     1.603864E+2
0.000000E+0     1.881702E+2     1.603946E+2
2.256632E-2     1.881303E+2     1.601614E+2
4.650974E-2     1.878222E+2     1.601614E+2
6.881142E-2     1.876904E+2     1.599926E+2
9.493685E-2     1.876904E+2     1.599461E+2
1.255755E-1     1.876686E+2     1.599803E+2
1.532140E-1     1.876977E+2     1.600024E+2
1.814384E-1     1.877267E+2     1.600508E+2
2.138176E-1     1.877846E+2     1.600861E+2
2.498717E-1     1.878306E+2     1.600861E+2
2.761359E-1     1.878944E+2     1.601563E+2
3.000398E-1     1.879052E+2     1.601761E+2
3.258624E-1     1.879052E+2     1.601839E+2
3.561754E-1     1.879192E+2     1.602160E+2
3.845816E-1     1.879614E+2     1.602166E+2
4.149780E-1     1.880126E+2     1.602686E+2
4.439998E-1     1.880244E+2     1.602721E+2
4.739981E-1     1.880177E+2     1.602768E+2
4.998484E-1     1.880477E+2     1.603012E+2
5.239248E-1     1.880689E+2     1.603012E+2
5.504117E-1     1.880689E+2     1.603030E+2
5.738797E-1     1.880567E+2     1.603310E+2
6.026068E-1     1.880903E+2     1.603212E+2
6.422806E-1     1.880725E+2     1.603233E+2
6.675158E-1     1.881075E+2     1.603233E+2
6.909585E-1     1.881108E+2     1.603436E+2
7.175393E-1     1.881043E+2     1.603628E+2
7.423534E-1     1.881394E+2     1.603809E+2
7.682071E-1     1.881394E+2     1.603661E+2
7.935500E-1     1.881530E+2     1.603661E+2
8.239779E-1     1.881405E+2     1.603777E+2
8.516698E-1     1.881493E+2     1.603713E+2
8.861580E-1     1.881430E+2     1.603827E+2
9.135714E-1     1.881417E+2     1.603694E+2
9.418211E-1     1.881442E+2     1.603970E+2
9.688516E-1     1.881530E+2     1.603671E+2
1.001657E+0     1.881530E+2     1.603671E+2
1.034025E+0     1.881457E+2     1.603851E+2
1.062752E+0     1.881552E+2     1.603847E+2
1.091702E+0     1.881663E+2     1.603901E+2
1.119146E+0     1.881620E+2     1.603842E+2
1.144527E+0     1.881468E+2     1.603767E+2
1.166990E+0     1.881862E+2     1.603767E+2
1.190808E+0     1.881783E+2     1.604022E+2
1.214031E+0     1.881783E+2     1.603896E+2
1.242488E+0     1.881778E+2     1.603909E+2
1.266055E+0     1.881852E+2     1.604061E+2
1.289881E+0     1.881788E+2     1.603767E+2
1.316886E+0     1.881541E+2     1.603767E+2
1.340778E+0     1.881668E+2     1.603860E+2
1.372579E+0     1.881801E+2     1.603926E+2
1.403521E+0     1.881679E+2     1.604070E+2
1.430255E+0     1.881954E+2     1.604017E+2
1.455878E+0     1.881901E+2     1.604039E+2
1.489385E+0     1.881898E+2     1.604039E+2
1.514951E+0     1.882082E+2     1.604042E+2
1.537860E+0     1.881985E+2     1.604046E+2
1.563929E+0     1.881842E+2     1.603988E+2
1.594952E+0     1.881628E+2     1.603822E+2
1.624851E+0     1.881714E+2     1.603918E+2
1.653144E+0     1.881899E+2     1.603918E+2
1.680414E+0     1.881766E+2     1.603967E+2
1.711588E+0     1.881718E+2     1.603847E+2
1.734947E+0     1.881673E+2     1.603913E+2
1.760950E+0     1.881820E+2     1.603972E+2
1.796089E+0     1.881925E+2     1.603972E+2
1.829208E+0     1.881862E+2     1.604010E+2
1.859951E+0     1.881839E+2     1.604002E+2
1.883389E+0     1.881839E+2     1.603949E+2
1.906959E+0     1.881881E+2     1.603856E+2
1.932577E+0     1.881720E+2     1.604012E+2
1.963522E+0     1.881840E+2     1.604012E+2
1.991032E+0     1.881864E+2     1.603995E+2
2.018831E+0     1.881721E+2     1.603858E+2
